CaseNo,大規模,小規模,特注品,利便性,原価物,簡易性,完成品,特価品,新商品,安全性,価格帯,数量性,複合物,国内品,輸入品,郷土品,油分量,糖分量
266,5,0.000,9,3,28,2,8,33,2,11,5,2,1.000,6.000,8.000,1.000,0.000,0.000
267,4,0.000,18,3,10,3,12,21,1,5,4,1,0.604,13.716,5.411,1.154,1.138,4.341
268,2,-0.101,7,2,13,7,6,19,2,2,2,3,0.000,12.000,1.000,4.000,2.000,3.000
269,2,0.000,14,2,7,3,7,18,1,0,4,1,-0.346,9.579,3.382,0.748,0.465,3.117
270,5,2.442,34,2,42,7,25,67,5,10,19,9,0.000,35.000,14.000,5.000,0.000,14.000
271,10,3.925,54,4,78,12,43,90,5,19,15,2,1.000,45.000,10.000,10.000,4.000,7.293
272,9,0.911,21,8,24,4,17,34,2,10,4,1,3.000,15.000,1.000,0.000,2.000,2.000
273,5,2.000,15,1,32,2,20,36,0,12,11,0,0.000,20.000,9.000,2.000,0.000,0.000
274,4,2.000,29,3,28,4,13,40,2,14,13,3,0.000,17.000,10.000,1.000,0.000,5.000
275,7,1.000,34,4,46,12,29,68,7,12,16,6,0.000,36.000,16.000,8.000,3.000,11.000
276,2,1.454,16,1,12,3,16,29,1,1,5,0,2.000,18.000,3.000,4.000,2.000,10.000
277,2,1.122,16,1,36,2,20,38,1,10,8,0,0.000,25.000,6.000,0.000,0.000,4.231
278,2,3.080,34,1,26,2,19,37,2,5,6,1,1.000,23.000,15.000,1.000,2.000,7.216
279,6,1.372,42,2,26,5,23,40,0,2,11,3,0.000,30.000,8.000,3.000,1.000,7.814
280,7,0.841,17,3,25,2,9,27,3,6,7,2,0.000,4.000,10.000,4.000,1.000,6.033
281,7,1.277,14,5,24,4,20,27,9,6,9,3,0.000,21.000,3.000,6.000,0.000,4.104
282,0,1.000,13,1,6,3,26,18,2,2,3,1,1.000,16.000,7.000,2.000,2.000,2.000
283,7,3.000,74,4,31,15,42,93,0,9,14,8,0.000,31.000,30.000,5.000,3.000,12.000
284,5,3.015,23,4,23,10,16,39,6,9,6,3,2.000,16.000,10.000,4.000,4.000,7.000
285,9,6.066,45,5,62,25,55,86,19,24,16,6,4.000,51.000,21.000,17.000,7.000,19.000
286,2,2.000,10,0,14,5,7,20,0,4,2,6,0.000,7.000,4.000,4.000,0.000,3.000
287,9,1.277,20,3,34,2,11,43,2,8,7,5,1.000,21.000,3.000,3.000,0.000,9.000
288,9,1.000,35,3,27,4,24,49,0,10,9,8,3.000,13.000,23.000,3.000,6.000,5.000
289,6,0.000,28,1,29,4,16,53,1,6,7,5,1.426,16.653,7.846,2.395,2.258,5.818
290,8,4.000,45,7,76,15,46,77,1,19,20,8,1.000,41.000,15.000,11.000,1.000,1.000
291,3,2.125,17,7,45,6,9,43,0,11,9,11,2.000,13.000,1.000,1.000,2.000,2.522
292,1,0.000,13,4,8,3,9,12,1,5,7,0,1.542,6.832,6.165,1.706,1.019,2.623
293,12,9.000,63,12,62,11,44,79,5,12,21,7,6.000,41.000,19.000,8.000,6.000,12.000
294,4,0.000,29,4,22,4,10,33,1,6,9,2,1.000,13.000,7.000,2.000,1.000,0.000
295,5,2.000,21,2,10,6,25,51,0,6,2,3,1.000,18.000,12.000,5.000,0.000,4.000
296,3,1.000,22,1,18,7,24,32,2,3,8,2,1.000,34.000,8.000,0.000,0.000,9.000
297,12,1.000,32,3,28,13,14,43,1,3,19,6,0.000,15.000,17.000,5.000,1.000,2.000
298,0,1.000,6,0,8,2,27,26,4,1,3,0,1.296,17.803,5.706,3.782,2.106,5.469
299,3,1.000,28,5,58,3,14,44,3,12,9,5,0.000,22.000,14.000,5.000,0.000,1.000
300,6,6.000,37,2,17,3,32,35,3,7,4,0,0.000,23.000,11.000,1.000,1.000,3.000
301,6,2.493,18,3,11,7,8,28,0,5,5,3,1.000,16.000,4.000,2.000,3.000,10.000
302,0,-0.569,1,1,6,0,8,10,1,5,0,1,0.000,8.000,1.000,0.000,0.000,1.000
303,9,2.000,33,3,35,9,18,54,2,12,9,3,1.000,29.000,10.000,5.000,0.000,4.000
304,5,1.000,37,2,29,5,28,51,0,1,14,7,2.729,23.568,11.088,3.919,3.705,9.357
305,2,1.000,14,2,23,4,13,26,3,8,8,4,0.000,21.000,3.000,1.000,1.000,5.000
306,2,2.000,23,1,17,16,17,37,3,3,1,4,0.046,23.401,7.821,2.721,2.480,4.242
307,5,0.000,14,3,14,9,10,37,3,3,9,8,0.882,11.615,6.106,3.108,1.519,4.787
308,1,6.000,25,2,27,3,7,26,0,9,6,1,1.399,12.882,5.904,1.471,0.810,2.531
309,1,2.385,39,2,11,4,33,40,5,2,14,1,3.000,22.000,10.000,3.000,4.000,13.000
310,0,0.086,15,0,8,2,12,27,4,1,3,0,0.000,14.000,3.000,0.000,1.000,1.487
311,0,5.000,35,3,12,1,16,30,6,5,13,1,2.055,14.084,13.402,2.266,3.025,8.659
312,1,0.000,12,0,4,3,8,22,1,0,0,1,0.690,8.008,2.633,0.867,0.654,2.029
313,5,3.000,16,2,21,2,8,24,2,10,5,3,-0.246,9.094,4.401,1.011,0.053,2.860
314,4,0.000,22,2,8,10,9,23,2,4,9,4,0.000,25.000,5.000,1.000,0.000,1.000
315,1,1.000,18,4,36,8,18,43,0,17,5,1,-0.049,18.320,2.763,2.441,0.895,1.269
316,3,0.135,16,2,15,0,8,38,0,2,5,2,2.000,8.000,6.000,3.000,0.000,4.000
317,4,5.000,31,4,39,8,39,70,7,11,10,5,2.762,33.492,12.672,6.405,3.549,7.914
318,5,1.998,20,1,14,3,20,31,3,5,5,4,0.000,17.000,5.000,5.000,0.000,7.070
319,1,1.000,18,1,26,9,9,42,1,2,2,4,1.000,17.000,6.000,2.000,5.000,4.000
320,1,1.000,10,1,8,2,12,13,1,5,2,0,0.000,15.000,4.000,1.000,1.000,9.000
321,1,0.000,15,4,10,1,7,17,0,1,5,1,1.972,5.836,5.498,1.115,1.367,2.877
322,0,0.000,7,2,12,6,9,17,1,4,4,0,1.000,15.000,1.000,2.000,1.000,6.000
323,16,2.943,31,4,104,4,4,64,0,22,28,8,1.000,11.000,8.000,2.000,0.000,2.000
324,8,0.000,10,1,18,7,7,24,1,2,10,7,0.000,9.000,3.000,1.000,1.000,1.000
325,1,5.000,30,8,39,16,29,40,5,2,16,5,0.000,26.000,7.000,1.000,4.000,2.000
326,4,2.768,34,6,38,6,22,50,3,6,7,4,0.000,9.000,21.000,3.000,1.000,6.000
327,13,6.000,63,10,101,11,36,114,10,22,24,14,3.643,34.756,18.673,6.115,4.569,10.326
328,1,5.000,12,1,11,2,23,19,0,4,4,1,0.273,18.433,6.284,2.604,2.182,2.399
329,5,1.000,38,2,32,1,20,49,0,10,9,1,3.000,17.000,12.000,0.000,2.000,7.000
330,5,0.000,22,6,21,3,12,44,1,5,5,2,0.000,13.000,8.000,3.000,0.000,1.000
331,4,1.000,29,3,22,1,17,34,0,4,11,1,0.000,21.000,8.000,0.000,0.000,3.000
332,5,3.679,33,4,27,7,14,37,2,7,6,4,0.000,20.000,8.000,8.000,0.000,6.000
333,1,2.000,15,0,29,1,21,27,0,9,5,0,-0.116,13.220,2.124,2.236,0.780,4.003
334,3,1.000,13,2,15,5,22,29,1,3,3,2,-1.131,19.069,5.300,3.590,-0.149,3.762
335,2,1.000,5,3,16,2,7,16,0,1,4,0,0.000,7.000,2.000,1.000,1.000,0.000
336,5,0.000,36,3,57,7,20,64,3,14,19,4,0.000,22.000,12.000,4.000,2.000,9.000
337,1,2.000,16,0,10,8,20,31,0,6,5,0,0.000,19.000,6.000,5.000,0.000,0.000
338,1,10.000,26,1,15,2,24,26,3,2,7,2,0.000,18.000,8.000,5.000,0.000,3.000
339,2,4.000,14,1,11,1,12,12,1,4,6,0,0.564,8.026,5.156,2.225,1.675,3.778
340,7,0.000,8,2,15,6,14,25,1,7,3,3,1.000,13.000,2.000,2.000,3.000,3.000
341,2,1.586,29,10,16,2,17,27,0,5,6,1,0.000,15.000,7.000,1.000,1.000,5.000
342,5,2.000,50,2,52,7,31,50,3,6,21,5,2.566,24.468,16.991,4.932,3.950,8.922
343,1,2.000,18,2,13,1,16,11,1,9,10,1,0.000,15.000,6.000,1.000,0.000,2.000
344,2,6.000,11,0,31,0,14,37,1,15,15,1,0.000,15.000,5.000,0.000,0.000,4.000
345,3,0.130,15,2,30,3,9,31,0,10,11,0,0.000,10.000,7.000,3.000,0.000,4.407
346,2,1.000,12,0,14,2,13,19,3,4,8,1,0.000,9.000,8.000,3.000,2.000,3.000
347,2,0.000,15,1,6,1,7,22,0,5,1,1,0.000,9.000,5.000,1.000,0.000,3.000
348,4,2.000,19,1,36,0,9,28,0,8,11,1,1.000,13.000,0.000,0.000,0.000,0.000
349,0,2.000,12,1,2,3,16,17,0,0,1,0,1.000,13.000,4.000,1.000,1.000,2.000
350,1,4.000,33,6,26,5,24,38,13,8,5,1,0.000,26.000,18.000,2.000,2.000,14.000
351,7,2.443,37,19,65,15,31,72,1,15,8,8,0.000,37.000,10.000,5.000,4.000,6.000
352,3,0.000,24,3,17,3,27,33,3,3,4,7,0.000,22.000,10.000,4.000,0.000,2.000
353,7,4.622,36,2,44,15,35,68,10,21,11,6,1.000,32.000,20.000,6.000,3.000,9.783
354,2,2.708,21,2,15,2,27,24,1,6,4,2,0.000,18.000,12.000,2.000,1.000,5.000
355,4,2.000,21,2,25,0,12,24,1,3,10,0,0.903,11.152,6.681,2.106,0.387,4.456
356,9,0.000,63,2,52,12,29,111,6,12,14,5,2.699,33.280,19.086,5.289,4.079,8.509
357,3,1.000,29,1,24,4,18,41,1,6,6,2,0.935,17.320,8.675,2.543,1.443,4.261
358,3,3.000,16,1,29,4,11,35,4,5,3,3,3.000,13.000,0.000,1.000,4.000,0.000
359,1,3.000,14,4,22,1,13,18,2,9,4,0,1.000,9.000,7.000,1.000,1.000,1.000
360,5,2.000,18,0,37,3,5,30,0,13,6,0,0.000,5.000,0.000,4.000,0.000,0.000
361,0,5.000,28,2,7,1,20,22,3,0,14,0,2.050,18.016,12.091,2.252,3.294,9.270
362,1,5.000,18,2,14,5,21,36,4,4,4,1,1.000,18.000,8.000,5.000,2.000,9.000
363,5,2.402,53,2,56,10,25,55,5,7,16,4,1.000,31.000,9.000,1.000,3.000,7.574
364,0,0.000,7,2,6,0,1,5,0,0,2,0,0.000,1.000,1.000,1.000,0.000,1.000
365,7,4.000,34,6,52,1,8,42,0,9,17,5,1.842,10.515,9.772,2.145,1.096,5.105
366,2,2.000,19,1,23,1,11,33,1,4,8,4,1.000,15.000,12.000,1.000,0.000,5.000
367,13,3.000,47,5,65,13,47,73,5,13,16,12,0.000,46.000,22.000,8.000,1.000,11.000
368,0,2.032,18,4,14,14,14,22,2,6,5,5,0.000,17.000,5.000,5.000,5.000,4.000
369,6,1.000,45,2,29,8,25,64,1,10,11,5,2.941,24.221,14.731,3.230,3.643,8.193
370,1,1.000,24,0,7,0,10,33,3,4,20,1,1.663,13.586,11.445,1.817,1.698,8.853
371,9,2.373,22,4,25,16,18,35,4,9,9,3,1.000,18.000,7.000,6.000,2.000,3.746
372,3,7.000,25,4,28,5,33,36,1,9,3,6,1.071,23.796,5.560,4.126,1.829,5.845
373,4,1.000,23,4,25,13,13,41,3,4,5,4,0.000,16.000,3.000,2.000,4.000,2.000
374,2,11.000,34,4,29,6,44,58,8,8,10,0,0.000,45.000,11.000,5.000,2.000,13.000
375,3,2.982,61,3,42,9,28,69,0,5,21,4,2.000,36.000,10.000,4.000,2.000,5.000
376,1,1.000,31,3,21,4,24,42,4,0,11,5,1.584,23.189,11.379,3.652,2.988,9.234
377,2,5.000,9,2,20,3,11,22,2,8,3,1,1.000,14.000,8.000,0.000,2.000,5.000
378,6,1.000,37,3,25,2,17,32,1,7,18,3,2.197,15.901,10.999,1.674,2.645,6.852
379,1,1.703,19,0,11,3,7,23,3,0,7,2,0.000,10.000,10.000,2.000,2.000,6.772
380,16,1.607,26,5,86,5,10,57,1,24,20,8,2.000,15.000,8.000,6.000,0.000,0.000
381,2,0.000,14,0,4,4,6,19,0,1,4,2,0.000,7.000,4.000,2.000,1.000,1.000
382,3,1.000,24,5,36,3,22,43,5,8,7,6,2.207,18.303,8.885,2.404,2.162,6.840
383,15,1.000,48,6,44,9,43,73,2,7,20,7,3.539,37.119,16.147,6.146,5.014,11.378
384,6,4.413,29,2,15,7,51,60,25,2,8,3,5.000,40.000,21.000,6.000,9.000,20.000
385,2,0.000,9,2,12,3,13,29,0,3,0,3,2.000,8.000,3.000,2.000,1.000,2.000
386,7,2.058,32,7,49,12,17,57,7,17,11,13,1.000,33.000,6.000,2.000,2.000,4.281
387,0,0.000,10,0,20,1,5,19,1,3,3,1,0.000,9.000,3.000,0.000,0.000,0.000
388,4,5.260,54,4,37,9,34,81,4,10,14,3,3.000,31.000,18.000,8.000,2.000,15.000
389,1,1.411,7,2,5,1,3,10,0,0,1,0,0.000,1.000,4.000,0.000,1.000,0.488
390,1,1.648,13,0,4,10,15,18,6,0,3,0,0.000,15.000,4.000,6.000,0.000,4.000
391,4,2.384,15,5,16,2,6,20,0,5,4,1,0.000,6.000,3.000,2.000,0.000,1.000
392,1,-0.351,4,0,4,0,1,5,1,0,2,0,0.000,4.000,0.000,0.000,0.000,0.000
393,5,0.515,17,2,26,4,10,27,3,18,7,2,0.000,11.000,4.000,1.000,1.000,2.609
394,1,-0.366,12,3,20,3,16,23,1,4,2,2,0.000,16.000,5.000,1.000,1.000,2.522
395,4,3.000,37,3,42,2,27,47,0,6,14,6,1.000,22.000,4.000,3.000,1.000,2.000
396,2,1.000,24,0,25,7,14,28,2,0,3,1,1.716,12.111,3.678,2.332,2.530,2.988
397,1,0.691,24,1,13,5,13,35,4,6,0,1,0.000,18.000,4.000,2.000,0.000,3.335
398,3,1.000,36,4,30,7,21,42,3,5,14,2,2.000,18.000,6.000,3.000,2.000,3.000
399,3,0.000,30,1,25,9,21,45,7,9,12,5,2.879,21.292,11.498,3.531,2.662,5.627
400,9,3.374,26,6,41,6,14,51,1,9,11,5,0.000,15.000,10.000,0.000,1.000,5.967
401,0,3.147,25,0,16,2,38,35,1,3,8,1,0.000,39.000,5.000,1.000,1.000,5.839
402,6,2.000,21,5,19,7,24,29,1,2,11,2,1.492,12.803,9.142,3.109,1.979,5.390
403,0,0.303,20,1,18,2,12,30,1,1,2,3,0.000,17.000,4.000,1.000,1.000,4.000
404,2,2.000,24,0,15,1,10,22,2,13,7,3,-0.762,8.569,4.145,2.511,0.738,3.096
405,21,10.000,63,6,115,15,63,125,9,30,43,10,6.467,48.459,26.150,8.710,8.671,16.014
406,3,0.000,2,1,8,2,4,10,2,1,3,1,0.000,5.000,2.000,1.000,1.000,1.000
407,3,1.000,37,11,36,22,34,49,7,7,27,3,4.813,31.464,14.518,5.515,4.868,12.169
408,11,0.000,53,3,49,6,17,60,0,14,24,6,2.440,16.536,15.284,2.987,2.692,10.291
409,0,1.000,18,2,9,3,16,24,1,1,6,1,1.000,16.000,1.000,3.000,0.000,7.000
410,2,2.000,2,1,9,1,4,12,2,4,2,0,0.000,2.000,3.000,0.000,0.000,0.000
411,2,3.158,20,1,7,6,23,31,0,1,4,3,0.000,18.000,11.000,5.000,2.000,0.000
412,2,1.400,13,0,17,0,6,23,0,4,5,0,2.000,5.000,6.000,0.000,0.000,3.597
413,3,0.681,20,2,9,6,4,21,0,3,4,0,0.000,7.000,6.000,3.000,0.000,1.938
414,0,1.000,22,4,32,0,5,29,0,8,8,1,0.784,8.874,5.338,1.033,1.014,5.152
415,3,0.000,26,3,31,9,13,50,1,9,7,4,0.833,14.094,7.969,3.137,1.235,5.995
416,6,0.646,15,0,22,0,3,24,0,8,6,4,1.000,8.000,2.000,0.000,0.000,0.608
417,3,0.000,8,0,5,9,11,18,1,5,0,4,1.159,13.347,-0.212,2.775,1.467,0.249
418,3,6.000,26,0,53,2,12,40,2,18,14,3,0.000,25.000,5.000,2.000,0.000,12.000
419,0,2.000,6,1,2,2,7,14,0,0,5,1,0.000,4.000,8.000,0.000,1.000,1.000
420,5,1.000,27,4,27,2,7,33,1,7,10,1,0.937,10.525,8.621,1.515,2.394,6.352
421,6,3.131,27,2,22,5,23,54,0,10,6,1,1.000,19.000,13.000,4.000,1.000,2.000
422,1,2.000,20,2,8,3,16,38,1,1,10,0,5.000,9.000,11.000,4.000,3.000,9.000
423,6,1.000,33,4,30,4,18,40,0,16,9,2,0.979,16.366,7.494,3.986,1.754,5.792
424,14,10.000,48,4,68,6,37,69,2,30,23,4,3.420,27.533,19.309,4.487,3.342,12.375
425,2,1.000,27,1,35,1,16,30,1,3,7,0,2.008,14.199,8.976,1.316,0.569,3.132
426,5,1.000,38,8,43,5,22,48,1,14,17,4,2.000,26.000,5.000,4.000,1.000,5.000
427,1,1.909,21,4,14,6,15,24,1,8,7,2,0.000,22.000,3.000,1.000,5.000,1.645
428,3,2.000,9,4,17,2,6,17,3,6,2,3,0.312,6.672,4.805,1.797,0.164,4.323
429,2,3.000,37,3,23,5,37,56,3,4,7,4,2.000,42.000,2.000,6.000,2.000,11.000
430,1,2.000,22,1,10,2,15,14,0,6,6,1,0.000,18.000,8.000,3.000,0.000,10.000
431,0,0.000,21,0,13,4,14,29,2,4,9,1,2.498,9.656,7.592,3.965,2.369,7.352
432,5,0.000,29,7,25,11,15,46,4,5,8,2,0.000,21.000,8.000,2.000,3.000,7.000
433,7,0.000,19,1,22,5,22,30,3,7,8,1,0.559,20.721,8.044,3.578,0.704,5.231
434,10,2.000,27,1,22,15,18,36,2,8,4,5,1.000,30.000,3.000,4.000,5.000,3.000
435,4,0.000,15,3,16,4,6,20,0,2,5,6,0.000,11.000,1.000,0.000,0.000,0.000
436,2,3.000,34,2,11,0,16,19,0,6,16,0,1.000,18.000,7.000,0.000,1.000,6.000
437,7,0.000,19,3,33,5,4,33,0,13,3,4,-0.071,11.102,2.869,1.742,1.308,2.062
438,2,0.684,9,1,6,3,10,17,1,1,2,4,0.000,11.000,2.000,1.000,2.000,2.791
439,1,0.000,7,0,2,2,2,16,1,2,3,1,0.000,5.000,2.000,0.000,0.000,6.000
440,7,5.000,27,6,45,8,22,49,5,12,14,4,2.000,30.000,8.000,2.000,1.000,5.000
441,3,0.000,38,6,41,4,7,51,1,8,12,3,2.000,16.000,10.000,0.000,0.000,4.000
442,0,0.000,5,1,3,1,3,6,1,0,0,1,1.000,5.000,1.000,1.000,0.000,2.000
443,1,2.000,17,3,36,0,12,17,1,7,14,0,0.000,13.000,7.000,0.000,0.000,3.000
444,9,5.000,42,5,32,6,33,62,3,10,21,3,0.000,42.000,15.000,1.000,2.000,18.000
445,2,4.000,57,2,37,7,35,69,5,8,20,7,1.000,36.000,12.000,4.000,0.000,10.000
446,6,3.292,29,2,21,3,26,41,2,1,4,4,0.000,28.000,9.000,3.000,1.000,6.884
447,10,8.000,46,2,59,3,22,67,1,11,18,5,1.000,27.000,6.000,3.000,2.000,2.000
448,3,2.789,23,1,32,6,16,35,4,8,16,0,0.000,26.000,11.000,0.000,1.000,4.681
449,4,1.518,24,2,24,11,10,36,2,8,13,5,0.000,27.000,3.000,3.000,0.000,6.257
450,5,1.000,25,3,30,8,17,41,0,6,12,4,2.000,22.000,8.000,4.000,0.000,0.000
451,16,14.000,102,9,89,21,77,107,8,12,35,7,7.674,59.642,32.933,10.778,9.569,18.273
452,2,0.557,4,0,3,7,7,23,3,4,3,0,0.000,20.000,9.000,0.000,0.000,13.000
453,12,2.000,44,7,52,9,16,47,0,15,20,2,2.659,15.257,13.314,2.620,3.836,9.775
454,15,6.000,71,7,77,12,47,84,6,25,29,6,5.031,39.460,21.530,6.515,5.986,12.553
455,5,0.841,14,2,15,3,6,25,0,4,4,4,0.000,8.000,3.000,2.000,3.000,2.890
456,5,0.000,10,1,15,0,2,14,0,5,4,2,0.000,2.000,5.000,0.000,0.000,4.000
457,5,0.000,38,3,24,0,23,38,1,9,14,3,0.000,23.000,8.000,2.000,1.000,10.000
458,9,1.000,52,3,37,7,47,61,11,6,18,7,3.274,39.427,19.174,5.538,4.732,10.318
459,3,3.000,28,2,23,3,20,41,3,8,10,4,1.522,18.315,10.073,2.294,2.993,7.537
460,2,1.224,16,2,16,3,6,15,0,4,9,1,0.000,7.000,3.000,1.000,0.000,3.503
461,1,0.000,18,1,7,1,24,21,2,1,12,0,2.000,15.000,15.000,1.000,0.000,8.000
462,5,4.000,20,3,70,1,10,28,1,29,13,3,0.000,13.000,7.000,2.000,0.000,1.000
463,2,-0.270,10,2,16,3,1,21,0,4,5,1,0.000,6.000,2.000,0.000,0.000,0.000
464,0,0.827,2,0,0,0,10,8,1,0,1,0,0.000,3.000,1.000,6.000,0.000,2.500
465,5,0.000,28,1,31,5,16,36,1,3,15,3,0.000,21.000,4.000,5.000,0.000,4.000
466,2,4.000,28,2,9,1,7,19,1,9,2,1,0.000,5.000,12.000,5.000,0.000,0.000
467,1,1.000,30,3,22,3,13,40,0,7,8,5,0.000,22.000,1.000,0.000,0.000,0.000
468,3,1.000,31,5,33,3,8,49,0,12,8,3,1.000,15.000,8.000,0.000,0.000,2.000
469,0,0.996,20,3,8,9,17,28,1,1,2,1,0.000,20.000,4.000,2.000,0.000,1.866
470,0,2.356,27,0,10,1,27,38,0,5,10,1,0.000,24.000,7.000,1.000,0.000,7.000
471,7,4.726,51,2,40,2,43,90,3,8,20,5,11.000,41.000,9.000,2.000,2.000,6.896
472,5,3.954,35,6,24,5,38,52,4,7,13,4,4.000,37.000,7.000,2.000,0.000,10.000
473,4,0.000,8,1,3,3,16,20,1,0,2,2,0.000,5.000,6.000,5.000,2.000,4.000
474,1,1.727,16,0,10,2,15,27,2,2,6,1,1.000,11.000,9.000,0.000,4.000,10.000
475,3,0.000,22,0,18,13,13,49,3,1,3,6,1.000,18.000,5.000,4.000,1.000,2.000
476,9,2.698,27,3,21,6,12,43,0,4,10,2,3.000,18.000,6.000,2.000,1.000,5.644
477,3,3.101,36,2,11,12,32,45,5,5,24,2,0.000,28.000,15.000,3.000,6.000,12.000
478,1,0.000,14,0,17,4,13,26,0,2,4,2,0.000,12.000,3.000,1.000,0.000,1.000
479,4,10.000,22,2,40,15,12,43,4,10,11,3,0.000,20.000,13.000,6.000,0.000,8.000
480,3,6.000,24,2,33,1,9,25,0,18,8,2,0.000,12.000,5.000,2.000,0.000,3.000
481,6,0.000,19,1,18,3,7,36,0,7,4,3,-0.088,11.856,5.054,1.613,0.765,2.731
482,1,3.122,41,0,19,4,36,43,5,5,13,3,0.000,33.000,12.000,8.000,0.000,8.000
483,4,0.000,34,0,17,5,32,41,2,4,10,3,2.931,23.831,11.754,4.890,4.470,8.737
484,9,1.000,22,3,28,1,10,38,1,13,5,1,0.000,18.000,3.000,1.000,0.000,9.000
485,0,0.000,2,2,4,0,1,10,0,0,7,0,0.000,11.000,1.000,0.000,0.000,18.000
486,2,11.000,21,3,59,10,20,41,10,16,16,4,2.153,22.104,8.096,3.235,3.326,7.396
487,1,0.777,12,2,8,1,16,28,1,4,3,3,0.000,12.000,4.000,3.000,1.000,3.000
488,0,3.000,32,1,9,3,16,34,3,1,8,3,0.000,17.000,12.000,5.000,0.000,15.000
489,4,0.000,16,3,50,4,12,48,1,12,12,3,-0.936,10.597,7.923,2.376,-0.559,4.777
490,1,1.000,17,3,8,15,20,26,3,2,0,2,0.000,24.000,2.000,6.000,1.000,1.000
491,1,1.727,27,3,30,2,16,28,0,10,12,3,0.000,22.000,1.000,1.000,0.000,3.999
492,1,0.320,26,2,20,4,7,33,0,1,6,0,0.000,14.000,4.000,0.000,0.000,2.731
493,4,0.323,11,0,34,4,15,29,1,14,7,3,0.000,12.000,5.000,2.000,0.000,1.482
494,5,0.000,40,1,22,12,20,46,2,4,11,3,0.000,24.000,4.000,4.000,4.000,5.000
495,3,4.000,23,2,29,0,28,30,1,19,13,0,2.019,19.419,8.836,3.664,2.416,7.382
496,1,0.000,17,3,24,4,20,28,0,5,6,1,0.000,22.000,2.000,4.000,0.000,3.000
497,0,1.361,6,0,4,0,8,11,0,2,1,2,0.000,6.000,6.000,2.000,0.000,0.770
498,3,1.000,24,5,46,10,15,61,5,8,12,6,4.000,20.000,13.000,1.000,9.000,15.000
499,1,0.000,16,2,13,2,12,17,0,4,5,2,1.000,15.000,5.000,2.000,2.000,4.000
500,3,3.000,13,0,40,6,15,35,3,9,13,0,1.149,14.229,6.939,1.345,0.965,4.942
501,16,9.826,79,4,24,24,93,114,12,1,23,3,34.000,49.000,37.000,5.000,29.000,24.573
502,4,2.000,22,2,13,7,16,28,0,1,5,4,0.000,21.000,6.000,1.000,0.000,3.000
503,3,0.000,8,5,15,13,3,23,4,0,2,1,0.175,9.481,2.629,1.353,0.234,3.511
504,13,4.660,51,7,29,7,28,51,3,7,8,5,0.000,20.000,23.000,5.000,2.000,3.000
505,13,1.000,40,4,35,10,16,41,2,4,10,7,1.000,25.000,3.000,5.000,4.000,2.000
506,7,0.273,27,2,28,4,8,20,0,14,13,1,0.000,9.000,7.000,3.000,1.000,1.000
507,7,1.773,28,3,25,10,14,48,2,7,5,1,5.000,16.000,12.000,4.000,6.000,4.000
508,4,0.418,12,1,29,2,5,12,1,12,4,1,0.000,6.000,7.000,0.000,0.000,0.000
509,3,2.474,24,3,9,3,19,26,1,0,7,4,0.000,12.000,11.000,4.000,0.000,2.000
510,4,0.000,20,2,12,0,3,18,0,0,6,2,0.000,2.000,8.000,0.000,1.000,3.000
511,8,0.665,34,1,47,3,12,48,0,10,7,4,0.000,15.000,7.000,1.000,0.000,2.000
512,9,4.000,22,2,46,9,25,46,1,11,6,1,0.000,22.000,8.000,2.000,1.000,1.000
513,3,1.000,9,1,12,5,10,27,2,2,4,3,0.000,18.000,7.000,2.000,2.000,4.000
514,0,0.000,3,6,8,1,8,9,0,0,5,0,-0.136,8.887,2.777,1.653,-0.313,0.305
515,1,1.000,26,4,6,6,3,22,0,1,9,0,0.000,9.000,3.000,0.000,0.000,2.000
516,2,2.788,36,0,7,3,30,48,1,1,13,2,1.000,16.000,23.000,4.000,3.000,9.000
517,4,0.000,9,2,14,3,2,17,1,5,0,2,0.000,8.000,1.000,0.000,0.000,2.000
518,6,2.000,30,3,27,7,13,46,0,10,11,7,1.655,17.161,6.999,2.680,1.973,6.579
519,2,4.000,14,3,29,2,15,24,10,8,4,0,1.000,13.000,15.000,1.000,0.000,8.000
520,7,3.000,11,2,31,5,17,36,4,8,5,2,0.000,26.000,8.000,4.000,1.000,7.000
521,3,0.798,23,5,31,8,17,42,2,11,5,1,0.000,17.000,4.000,1.000,3.000,1.000
522,4,1.000,13,3,16,4,15,28,1,4,3,3,0.000,15.000,6.000,1.000,1.000,1.000
523,10,0.000,23,3,60,12,10,65,1,20,13,5,0.000,21.000,4.000,0.000,2.000,2.000
524,6,1.000,19,1,11,8,24,31,1,4,4,3,2.993,19.619,8.030,2.994,3.493,7.103
525,3,1.623,12,2,18,5,7,18,0,3,4,2,2.000,17.000,3.000,0.000,0.000,5.000
526,5,1.644,20,2,25,2,11,30,0,10,10,1,2.000,9.000,4.000,0.000,1.000,4.343
527,0,1.572,17,3,9,2,27,24,5,7,7,0,1.000,28.000,9.000,2.000,0.000,3.191
528,2,1.422,14,3,11,4,5,9,0,4,3,1,0.000,9.000,1.000,1.000,0.000,2.184
529,2,1.000,49,8,41,10,30,40,5,14,8,3,3.006,25.890,10.566,4.354,3.717,7.817
530,1,0.530,14,0,8,0,4,10,2,5,9,0,0.000,4.000,8.000,0.000,0.000,5.598
531,2,2.000,48,0,27,3,29,49,0,10,14,3,0.000,26.000,11.000,3.000,0.000,2.000
532,5,0.000,24,4,29,2,2,25,0,3,7,0,0.000,5.000,14.000,1.000,0.000,5.000
