期間,年齢,収入,教育,雇用,設備,コールカード,ワイヤレス,長距離月,通話料月,設備月,カード月,ワイヤレス月,長距離計,通話料計,カード計,ボイス,ポケベル,インターネット,キャッチ,スリーホン,電子請求,log長距離,log無料通話,ln収入,顧客,解約
60,48,100.000,2,26,0,1,0,24.400,42.250,0.000,13.500,0.000,1567.600,2481.250,745.000,0,0,0,1,1,0,3.195,3.744,4.605,3,0
16,54,147.000,1,29,0,1,0,6.950,23.250,0.000,6.500,0.000,98.500,357.950,90.000,0,0,0,1,1,0,1.939,3.146,4.990,3,0
1,33,53.000,4,6,0,0,0,1.950,0.000,0.000,0.000,0.000,1.950,0.000,0.000,0,0,0,0,0,0,0.668,3.240,3.970,1,1
56,30,57.000,5,2,1,1,0,16.850,0.000,36.700,6.500,0.000,948.300,0.000,365.000,1,0,1,0,0,1,2.824,3.240,4.043,2,0
6,50,37.000,2,0,1,0,0,5.350,0.000,23.550,0.000,0.000,38.400,0.000,0.000,0,0,0,0,0,1,1.677,3.240,3.611,2,0
48,34,42.000,3,2,0,1,0,14.150,0.000,0.000,8.000,0.000,678.300,0.000,355.000,0,0,0,1,0,0,2.650,3.240,3.738,2,0
34,36,50.000,1,4,0,1,0,10.200,24.500,0.000,13.750,0.000,326.800,824.250,405.000,0,0,0,1,1,0,2.322,3.199,3.912,3,0
54,42,55.000,4,2,1,1,1,14.300,55.500,62.150,19.250,83.700,695.200,3086.350,1050.000,1,1,1,1,1,1,2.660,4.016,4.007,4,1
38,31,42.000,2,7,0,1,0,10.800,22.250,0.000,9.250,0.000,407.550,772.500,335.000,1,1,0,1,1,0,2.380,3.102,3.738,4,0
25,55,37.000,1,7,0,0,0,10.950,0.000,0.000,0.000,0.000,302.800,0.000,0.000,0,0,0,0,0,0,2.393,3.240,3.611,1,1
47,69,228.000,3,39,1,1,1,10.800,35.500,37.500,21.000,50.900,464.350,1670.950,1025.000,1,1,1,1,1,1,2.380,3.570,5.429,4,1
72,62,163.000,5,31,1,1,1,28.350,32.750,45.150,39.750,56.550,2017.600,2276.300,2845.000,1,1,1,1,1,0,3.345,3.489,5.094,4,0
6,35,28.000,4,3,1,1,1,3.250,23.000,39.350,18.500,30.300,9.350,103.300,95.000,0,1,1,1,1,0,1.179,3.135,3.332,4,0
30,51,118.000,5,21,0,0,0,6.400,0.000,0.000,0.000,0.000,201.400,0.000,0.000,0,0,0,0,0,0,1.856,3.240,4.771,1,0
65,70,115.000,2,39,0,1,1,26.850,26.000,0.000,43.000,33.750,1749.600,1629.650,2865.000,1,0,0,1,1,1,3.290,3.258,4.745,4,0
22,44,37.000,4,1,0,1,0,14.300,35.250,0.000,18.500,0.000,332.900,702.050,370.000,1,0,0,1,1,0,2.660,3.562,3.611,3,0
60,53,93.000,1,28,0,1,0,13.350,39.500,0.000,21.000,0.000,806.350,2493.900,1260.000,0,0,0,1,1,0,2.592,3.676,4.533,3,0
19,32,71.000,4,5,1,1,1,5.250,21.500,62.400,17.000,47.800,97.400,419.250,275.000,1,1,1,1,1,1,1.658,3.068,4.263,4,1
18,25,26.000,2,7,0,1,0,3.300,27.500,0.000,31.000,0.000,50.350,531.100,540.000,0,0,0,0,1,0,1.194,3.314,3.258,1,0
9,37,14.000,4,5,1,0,0,2.400,0.000,25.250,0.000,0.000,22.600,0.000,0.000,0,0,0,0,0,0,0.875,3.240,2.639,1,1
1,34,18.000,1,0,0,0,0,1.600,0.000,0.000,0.000,0.000,1.600,0.000,0.000,0,0,1,0,0,0,0.470,3.240,2.890,1,1
10,28,36.000,4,0,1,0,1,6.300,19.750,27.350,0.000,22.650,67.500,175.150,0.000,1,1,1,1,1,1,1.841,2.983,3.584,4,0
45,34,43.000,4,0,1,0,0,6.550,0.000,32.350,0.000,0.000,315.200,0.000,0.000,0,0,1,0,0,1,1.879,3.240,3.761,2,1
25,28,41.000,4,4,1,1,1,5.800,14.250,33.850,31.500,26.600,138.850,363.750,775.000,1,0,0,1,1,1,1.758,2.657,3.714,3,1
66,39,66.000,2,15,0,1,0,11.600,0.000,0.000,11.500,0.000,785.700,0.000,785.000,0,0,0,0,0,0,2.451,3.240,4.190,2,0
27,67,33.000,4,19,1,1,0,3.600,17.750,32.350,12.000,0.000,136.900,481.700,320.000,1,0,0,1,1,0,1.281,2.876,3.497,3,1
19,41,53.000,4,6,0,0,0,6.450,0.000,0.000,0.000,0.000,157.300,0.000,0.000,0,0,0,0,0,0,1.864,3.240,3.970,1,0
17,41,28.000,4,3,0,1,0,1.800,0.000,0.000,10.000,0.000,27.100,0.000,140.000,0,0,0,1,0,0,0.588,3.240,3.332,1,0
16,36,58.000,4,4,1,0,0,4.850,18.000,31.750,0.000,0.000,89.950,286.400,0.000,0,0,0,1,0,1,1.579,2.890,4.060,1,0
8,42,129.000,4,17,0,0,0,6.100,0.000,0.000,0.000,0.000,63.800,0.000,0.000,0,0,1,0,1,1,1.808,3.240,4.860,1,0
3,25,65.000,4,0,1,1,0,3.300,0.000,34.250,11.250,0.000,5.900,0.000,5.000,1,0,1,1,1,1,1.194,3.240,4.174,4,1
59,57,311.000,3,36,0,1,0,28.750,0.000,0.000,7.500,0.000,1719.200,0.000,415.000,0,0,0,0,0,0,3.359,3.240,5.740,1,0
45,37,57.000,3,14,1,0,0,10.800,0.000,25.000,0.000,0.000,508.800,0.000,0.000,0,0,0,0,0,1,2.380,3.240,4.043,2,0
66,62,47.000,2,4,0,1,0,34.250,21.000,0.000,20.000,0.000,2298.250,1425.350,1355.000,0,0,0,0,0,0,3.534,3.045,3.850,2,0
28,50,25.000,1,3,0,1,0,14.850,0.000,0.000,13.000,0.000,378.850,0.000,345.000,0,0,0,0,0,0,2.698,3.240,3.219,1,0
15,38,46.000,5,11,0,0,0,3.850,0.000,0.000,0.000,0.000,56.300,0.000,0.000,0,0,0,0,0,0,1.348,3.240,3.829,1,1
39,34,51.000,3,13,0,1,1,7.900,78.750,0.000,35.000,38.800,304.450,3104.500,1390.000,1,1,0,1,1,0,2.067,4.366,3.932,4,0
38,33,19.000,2,5,0,0,0,8.500,14.250,0.000,0.000,0.000,323.850,590.450,0.000,0,0,0,1,0,0,2.140,2.657,2.944,3,0
34,29,26.000,3,4,1,0,0,6.750,0.000,25.800,0.000,0.000,195.200,0.000,0.000,0,0,1,0,0,1,1.910,3.240,3.258,2,0
60,57,72.000,5,30,1,1,1,20.350,29.000,50.250,20.500,55.900,1263.900,1806.850,1140.000,1,1,1,1,1,1,3.013,3.367,4.277,4,0
72,65,71.000,1,41,0,1,0,53.650,22.500,0.000,66.250,0.000,4036.900,1717.450,4585.000,0,0,0,1,0,0,3.982,3.114,4.263,3,0
42,42,41.000,2,13,0,0,0,15.000,29.250,0.000,0.000,0.000,597.200,1250.100,0.000,1,0,0,1,0,0,2.708,3.376,3.714,3,0
32,37,44.000,2,7,0,0,0,11.250,0.000,0.000,0.000,0.000,359.350,0.000,0.000,0,0,0,0,1,1,2.420,3.240,3.784,1,0
48,50,208.000,4,19,1,1,1,12.900,22.750,43.200,12.000,41.250,652.900,1108.900,570.000,1,1,1,1,1,1,2.557,3.125,5.338,4,1
63,37,45.000,4,9,1,1,0,14.950,0.000,39.250,13.500,0.000,974.150,0.000,820.000,1,0,1,0,0,1,2.705,3.240,3.807,2,0
45,27,39.000,3,2,0,0,0,13.450,0.000,0.000,0.000,0.000,583.900,0.000,0.000,0,0,0,0,0,0,2.599,3.240,3.664,2,0
68,42,89.000,4,12,1,1,0,25.600,0.000,33.000,16.000,0.000,1759.600,0.000,1020.000,0,0,1,0,0,1,3.243,3.240,4.489,2,0
6,29,19.000,2,5,0,0,0,4.200,0.000,0.000,0.000,0.000,25.250,0.000,0.000,0,0,0,0,0,0,1.435,3.240,2.944,1,0
68,57,15.000,2,0,0,1,1,16.100,49.000,0.000,18.750,50.600,1120.350,3330.850,1320.000,1,1,1,1,1,1,2.779,3.892,2.708,4,1
72,68,59.000,2,36,1,1,1,58.650,24.000,38.200,20.250,48.850,4219.100,1818.000,1335.000,1,0,1,1,1,0,4.072,3.178,4.078,4,0
53,38,20.000,3,6,0,1,1,12.050,0.000,0.000,10.750,20.250,547.050,0.000,545.000,0,0,1,1,0,1,2.489,3.240,2.996,2,0
20,51,27.000,4,6,0,1,0,9.050,24.750,0.000,11.500,0.000,182.950,490.250,215.000,0,0,0,1,1,1,2.203,3.209,3.296,3,0
70,35,48.000,2,9,0,1,0,43.600,0.000,0.000,30.000,0.000,3040.800,0.000,2020.000,0,0,0,0,1,0,3.775,3.240,3.871,2,0
32,47,135.000,2,6,0,0,0,10.500,0.000,0.000,0.000,0.000,353.000,0.000,0.000,0,0,1,0,0,0,2.351,3.240,4.905,1,0
61,52,19.000,1,0,1,1,0,18.200,24.750,29.950,9.250,0.000,1037.650,1568.400,570.000,0,0,0,1,1,0,2.901,3.209,2.944,3,1
24,25,28.000,4,0,1,1,1,10.600,0.000,40.400,25.250,23.400,267.300,0.000,530.000,0,1,1,0,0,1,2.361,3.240,3.332,2,0
56,61,12.000,1,16,0,1,0,16.850,0.000,0.000,11.250,0.000,881.650,0.000,595.000,0,0,0,0,0,0,2.824,3.240,2.485,1,0
54,59,28.000,2,15,1,1,1,10.700,0.000,31.650,5.250,19.050,638.550,0.000,290.000,0,0,1,0,1,0,2.370,3.240,3.332,2,0
43,38,18.000,3,8,1,0,1,9.400,0.000,39.550,0.000,29.400,411.150,0.000,0.000,1,1,1,1,0,0,2.241,3.240,2.890,4,0
19,35,58.000,3,5,1,1,1,3.650,37.000,40.300,21.250,43.050,65.150,690.850,385.000,1,1,1,1,1,0,1.295,3.611,4.060,4,1
5,43,72.000,3,17,0,1,0,5.550,15.750,0.000,6.500,0.000,23.900,62.250,25.000,0,0,0,1,1,0,1.714,2.757,4.277,3,0
24,61,112.000,4,3,0,1,0,8.200,0.000,0.000,11.000,0.000,210.250,0.000,265.000,0,0,1,0,0,1,2.104,3.240,4.718,1,1
62,35,28.000,2,8,0,1,0,18.450,0.000,0.000,19.000,0.000,1152.700,0.000,1150.000,0,0,0,0,0,0,2.915,3.240,3.332,2,0
14,40,398.000,5,11,1,1,1,6.400,18.000,43.100,23.750,47.700,71.000,259.000,295.000,1,1,1,1,1,1,1.856,2.890,5.986,4,1
60,48,106.000,3,21,0,1,1,13.050,44.250,0.000,17.000,69.550,760.950,2601.850,1050.000,1,1,0,1,1,0,2.569,3.790,4.663,4,0
30,74,10.000,1,3,0,1,0,7.250,30.250,0.000,17.250,0.000,225.300,906.000,585.000,0,0,0,1,1,0,1.981,3.409,2.303,3,0
40,42,108.000,3,17,1,0,0,4.950,0.000,29.700,0.000,0.000,205.650,0.000,0.000,0,0,1,0,0,1,1.599,3.240,4.682,2,1
42,50,85.000,2,15,0,1,0,14.300,0.000,0.000,11.500,0.000,567.950,0.000,485.000,0,0,0,0,0,0,2.660,3.240,4.443,1,0
20,34,51.000,3,9,0,0,0,5.650,0.000,0.000,0.000,0.000,126.400,0.000,0.000,0,0,1,0,0,0,1.732,3.240,3.932,2,1
4,22,22.000,2,2,0,1,0,2.250,0.000,0.000,23.500,0.000,8.000,0.000,85.000,0,0,0,0,1,0,0.811,3.240,3.091,3,0
44,49,66.000,2,8,0,1,1,4.250,43.250,0.000,38.750,39.550,184.900,1980.050,1655.000,1,1,0,1,1,0,1.447,3.767,4.190,4,0
49,63,10.000,2,2,0,1,0,13.900,33.250,0.000,12.750,0.000,668.950,1624.600,615.000,0,0,0,1,1,0,2.632,3.504,2.303,3,0
5,36,34.000,1,4,0,0,0,3.500,19.500,0.000,0.000,0.000,14.200,105.900,0.000,0,0,0,0,1,0,1.253,2.970,3.526,3,1
70,50,67.000,1,22,0,1,0,51.900,0.000,0.000,15.750,0.000,3438.400,0.000,1075.000,0,0,0,0,0,0,3.949,3.240,4.205,2,0
30,57,19.000,1,1,0,1,0,7.250,0.000,0.000,8.500,0.000,200.100,0.000,285.000,0,0,0,0,0,0,1.981,3.240,2.944,1,1
28,48,128.000,4,4,1,1,1,10.000,20.750,53.600,26.500,55.300,313.050,590.900,710.000,1,1,1,1,1,1,2.303,3.033,4.852,4,1
5,28,39.000,5,1,1,1,1,4.700,24.250,44.650,16.500,32.500,30.750,131.900,60.000,1,1,1,1,1,0,1.548,3.188,3.664,4,0
27,35,56.000,1,3,1,1,1,8.250,32.500,35.650,11.000,33.850,202.550,897.950,205.000,1,1,0,1,1,1,2.110,3.481,4.025,4,0
17,39,45.000,4,10,1,0,0,8.650,0.000,28.950,0.000,0.000,133.100,0.000,0.000,0,0,0,0,0,1,2.158,3.240,3.807,1,1
4,37,25.000,1,1,0,0,0,2.500,0.000,0.000,0.000,0.000,9.150,0.000,0.000,0,0,0,0,0,0,0.916,3.240,3.219,1,0
30,23,24.000,2,1,0,0,0,13.350,22.500,0.000,0.000,0.000,397.400,636.350,0.000,0,0,1,1,1,0,2.592,3.114,3.178,3,0
71,40,53.000,4,14,0,1,1,10.150,40.000,0.000,27.750,38.350,781.700,2912.300,2030.000,0,1,1,1,1,0,2.317,3.689,3.970,4,0
67,77,49.000,1,45,0,1,0,25.350,0.000,0.000,26.750,0.000,1692.000,0.000,1755.000,0,0,0,1,0,0,3.233,3.240,3.892,1,0
24,48,38.000,1,16,0,1,0,5.550,0.000,0.000,11.250,0.000,133.400,0.000,265.000,0,0,0,0,0,0,1.714,3.240,3.638,1,0
24,54,84.000,3,10,1,1,0,11.450,0.000,28.700,10.500,0.000,288.050,0.000,220.000,0,0,1,0,0,1,2.438,3.240,4.431,1,1
59,54,126.000,1,22,0,1,0,13.600,28.750,0.000,11.750,0.000,796.400,1625.100,660.000,0,0,0,1,1,0,2.610,3.359,4.836,3,0
59,32,73.000,4,5,0,1,0,29.200,21.500,0.000,12.750,0.000,1726.600,1231.900,655.000,0,0,0,1,0,1,3.374,3.068,4.290,2,1
44,37,41.000,4,8,0,0,0,9.150,0.000,0.000,0.000,0.000,387.950,0.000,0.000,1,0,1,0,0,1,2.214,3.240,3.714,2,0
19,31,22.000,4,2,0,0,0,4.850,0.000,0.000,0.000,0.000,88.900,0.000,0.000,0,0,0,0,0,0,1.579,3.240,3.091,2,1
58,46,23.000,1,2,1,1,0,11.100,0.000,25.600,10.500,0.000,620.750,0.000,625.000,0,0,1,0,0,0,2.407,3.240,3.135,1,0
41,53,94.000,2,25,0,1,0,12.650,0.000,0.000,11.750,0.000,488.150,0.000,500.000,0,0,0,0,1,0,2.538,3.240,4.543,2,0
16,33,30.000,3,7,1,1,1,9.250,21.000,41.400,17.750,41.000,138.500,282.300,265.000,1,0,0,1,1,0,2.225,3.045,3.401,3,1
13,36,31.000,2,0,0,0,0,2.300,0.000,0.000,0.000,0.000,30.500,0.000,0.000,0,0,0,0,1,0,0.833,3.240,3.434,1,1
60,53,171.000,1,37,0,1,0,9.900,31.750,0.000,18.000,0.000,608.650,1972.100,1070.000,0,0,0,1,1,0,2.293,3.458,5.142,3,0
72,49,102.000,1,27,0,1,0,41.150,0.000,0.000,33.250,0.000,3098.550,0.000,2345.000,0,0,0,0,0,0,3.717,3.240,4.625,2,0
33,39,27.000,4,3,1,1,1,9.700,21.750,41.750,8.500,61.600,294.800,680.300,255.000,1,1,1,1,0,1,2.272,3.080,3.296,4,0
72,45,98.000,4,20,0,1,1,30.250,0.000,0.000,13.250,42.850,2182.650,0.000,900.000,1,1,0,1,1,0,3.409,3.240,4.585,4,0
66,54,591.000,4,25,1,1,1,25.000,34.250,45.000,16.000,53.000,1636.250,2242.550,1005.000,1,1,0,1,1,0,3.219,3.534,6.382,4,0
53,37,25.000,1,2,0,1,0,5.400,52.000,0.000,34.000,0.000,291.500,2794.950,1660.000,0,0,0,1,1,0,1.686,3.951,3.219,3,0
22,28,36.000,4,0,1,1,1,9.700,21.500,39.900,9.500,42.900,220.750,480.100,175.000,0,1,1,1,1,1,2.272,3.068,3.584,4,0
14,26,25.000,2,0,0,0,0,4.400,0.000,0.000,0.000,0.000,71.200,0.000,0.000,0,0,0,0,0,0,1.482,3.240,3.219,3,0
52,49,69.000,2,13,0,1,1,18.350,0.000,0.000,19.000,34.500,893.250,0.000,935.000,0,0,0,1,1,0,2.910,3.240,4.234,3,0
33,30,22.000,1,0,0,1,1,5.550,33.750,0.000,37.250,30.000,211.050,1129.250,1215.000,0,1,0,1,1,0,1.714,3.519,3.091,3,0
72,66,67.000,2,37,0,1,0,39.100,65.000,0.000,39.750,0.000,2743.650,4748.450,2830.000,0,0,0,1,1,0,3.666,4.174,4.205,3,0
40,40,73.000,4,12,0,1,1,10.000,0.000,0.000,14.000,27.150,376.600,0.000,555.000,1,0,0,1,1,0,2.303,3.240,4.290,3,1
29,26,22.000,4,2,1,1,1,6.100,0.000,47.000,24.250,35.550,175.300,0.000,710.000,1,1,1,0,1,1,1.808,3.240,3.091,4,1
63,67,9.000,2,12,0,1,0,18.050,0.000,0.000,19.000,0.000,1140.200,0.000,1135.000,0,0,0,1,1,0,2.893,3.240,2.197,3,0
56,54,147.000,3,31,1,1,1,12.700,24.500,39.050,24.250,34.200,763.100,1348.150,1310.000,0,1,1,0,0,1,2.542,3.199,4.990,2,0
60,50,239.000,2,19,0,1,1,21.500,77.750,0.000,10.250,64.200,1377.000,4628.500,570.000,1,1,0,1,1,0,3.068,4.353,5.476,4,0
28,22,23.000,3,1,0,0,0,10.950,0.000,0.000,0.000,0.000,263.950,0.000,0.000,0,0,0,0,0,1,2.393,3.240,3.135,1,0
39,39,29.000,4,6,0,1,0,5.950,0.000,0.000,21.250,0.000,227.850,0.000,835.000,0,0,1,0,1,0,1.783,3.240,3.367,2,0
65,39,32.000,2,15,0,1,0,21.100,0.000,0.000,9.750,0.000,1432.800,0.000,585.000,0,0,0,0,0,0,3.049,3.240,3.466,3,0
29,31,30.000,3,7,0,1,0,7.600,33.750,0.000,14.500,0.000,240.850,937.850,395.000,0,1,0,1,1,0,2.028,3.519,3.401,3,0
28,36,57.000,2,13,0,1,0,9.600,21.750,0.000,17.250,0.000,272.850,607.950,435.000,0,0,0,1,1,0,2.262,3.080,4.043,3,0
2,18,20.000,2,0,0,1,1,3.750,22.250,0.000,23.500,27.100,4.450,44.650,15.000,0,1,0,1,1,0,1.322,3.102,2.996,3,1
67,52,248.000,2,20,1,1,0,35.850,39.750,34.300,22.250,0.000,2368.900,2522.750,1435.000,0,0,0,0,1,0,3.579,3.683,5.513,3,0
5,35,59.000,3,8,1,1,1,3.100,18.500,37.900,22.750,26.400,21.450,114.800,120.000,0,1,1,1,0,1,1.131,2.918,4.078,4,0
48,35,24.000,2,6,0,1,0,16.950,43.000,0.000,28.500,0.000,874.450,2007.400,1270.000,0,0,0,0,1,0,2.830,3.761,3.178,3,0
10,26,25.000,1,4,0,0,0,3.700,0.000,0.000,0.000,0.000,38.200,0.000,0.000,0,0,0,0,0,0,1.308,3.240,3.219,1,0
17,28,37.000,3,2,0,0,0,5.500,0.000,0.000,0.000,0.000,84.250,0.000,0.000,0,0,0,0,1,0,1.705,3.240,3.611,3,1
21,24,30.000,4,0,1,1,1,17.800,23.750,36.300,10.500,31.750,374.050,513.650,205.000,1,0,1,1,0,1,2.879,3.168,3.401,4,0
25,51,66.000,4,13,1,1,1,6.450,16.250,48.150,31.000,34.550,140.850,415.550,790.000,1,1,1,1,1,1,1.864,2.788,4.190,4,0
44,31,16.000,1,3,0,1,0,14.400,0.000,0.000,12.000,0.000,632.950,0.000,490.000,0,0,0,0,0,0,2.667,3.240,2.773,1,1
59,49,429.000,4,23,1,1,1,10.200,24.250,42.850,16.000,43.350,592.200,1524.800,885.000,0,1,0,0,1,1,2.322,3.188,6.061,4,1
11,26,20.000,2,4,0,0,0,6.950,0.000,0.000,0.000,0.000,84.050,0.000,0.000,0,0,0,0,0,0,1.939,3.240,2.996,1,0
50,68,262.000,3,28,1,1,1,12.400,20.500,40.800,18.250,25.150,601.100,993.650,870.000,0,0,1,0,1,1,2.518,3.020,5.568,3,0
23,25,28.000,3,1,0,0,0,4.150,0.000,0.000,0.000,0.000,94.250,0.000,0.000,0,0,0,0,0,0,1.423,3.240,3.332,2,0
17,19,18.000,2,0,1,0,0,7.100,0.000,24.950,0.000,0.000,120.350,0.000,0.000,0,0,1,0,0,1,1.960,3.240,2.890,2,1
15,62,144.000,3,21,0,1,1,5.250,15.500,0.000,31.750,33.950,81.050,237.900,490.000,1,0,0,1,1,0,1.658,2.741,4.970,3,0
68,57,33.000,1,9,0,1,0,13.500,0.000,0.000,19.000,0.000,901.000,0.000,1240.000,0,0,0,0,0,0,2.603,3.240,3.497,2,0
69,42,19.000,3,0,1,1,0,25.950,0.000,36.900,18.750,0.000,1812.150,0.000,1270.000,0,0,1,0,0,1,3.256,3.240,2.944,1,0
30,24,30.000,1,7,0,0,0,6.750,0.000,0.000,0.000,0.000,171.750,0.000,0.000,0,0,0,0,0,0,1.910,3.240,3.401,1,1
22,30,41.000,2,8,0,1,1,6.100,22.750,0.000,13.250,21.350,119.950,441.250,290.000,1,0,0,1,1,0,1.808,3.125,3.714,3,0
10,20,20.000,2,0,0,0,0,5.900,0.000,0.000,0.000,0.000,48.950,0.000,0.000,0,0,0,0,0,0,1.775,3.240,2.996,1,1
72,59,65.000,3,21,1,1,0,34.650,0.000,36.450,40.750,0.000,2519.300,0.000,2910.000,0,0,0,0,0,0,3.545,3.240,4.174,2,0
34,24,17.000,4,0,0,1,0,15.250,0.000,0.000,4.750,0.000,522.450,0.000,150.000,0,0,0,0,1,0,2.725,3.240,2.833,3,0
43,49,66.000,1,22,0,1,0,8.600,0.000,0.000,20.750,0.000,376.700,0.000,875.000,0,0,0,1,1,0,2.152,3.240,4.190,3,0
31,37,18.000,4,5,1,1,1,5.200,19.500,47.250,15.750,39.800,151.700,611.100,460.000,1,1,1,0,0,1,1.649,2.970,2.890,4,0
6,27,26.000,4,2,0,0,0,5.600,12.000,0.000,0.000,0.000,30.350,72.500,0.000,0,0,0,0,0,0,1.723,2.485,3.258,1,1
48,42,46.000,4,4,0,1,0,14.450,0.000,0.000,41.500,0.000,618.100,0.000,1935.000,0,0,0,1,0,0,2.671,3.240,3.829,3,0
50,25,19.000,1,5,0,1,0,7.250,0.000,0.000,7.500,0.000,356.150,0.000,375.000,0,0,0,0,0,0,1.981,3.240,2.944,1,0
20,41,58.000,2,6,0,0,0,5.250,0.000,0.000,0.000,0.000,98.200,0.000,0.000,0,0,0,0,0,0,1.658,3.240,4.060,2,0
61,73,25.000,1,21,0,1,0,16.650,0.000,0.000,71.000,0.000,965.600,0.000,4350.000,0,0,0,0,0,0,2.812,3.240,3.219,1,0
6,21,15.000,2,1,0,0,0,3.650,0.000,0.000,0.000,0.000,19.400,0.000,0.000,0,0,0,0,0,0,1.295,3.240,2.708,1,0
1,22,35.000,2,2,0,0,0,1.650,0.000,0.000,0.000,0.000,1.650,0.000,0.000,0,0,1,0,0,1,0.501,3.240,3.555,1,1
21,43,41.000,2,1,1,1,1,6.150,23.750,45.400,12.250,37.250,118.150,497.150,195.000,1,1,1,1,1,1,1.816,3.168,3.714,4,1
7,32,71.000,4,3,1,0,1,3.600,15.250,41.000,0.000,28.050,19.100,122.100,0.000,0,1,1,1,1,1,1.281,2.725,4.263,4,0
65,56,608.000,3,34,0,1,1,14.550,69.500,0.000,20.250,68.300,964.850,4584.800,1300.000,1,1,0,1,1,0,2.678,4.241,6.410,4,0
64,37,44.000,4,9,1,1,0,16.150,0.000,35.050,22.000,0.000,965.300,0.000,1350.000,1,0,0,0,0,1,2.782,3.240,3.784,2,0
4,30,41.000,2,0,0,0,0,2.000,0.000,0.000,0.000,0.000,9.900,0.000,0.000,0,0,0,1,0,0,0.693,3.240,3.714,3,1
67,45,83.000,3,11,0,1,0,27.000,0.000,0.000,10.750,0.000,1724.800,0.000,640.000,0,0,0,0,0,1,3.296,3.240,4.419,2,0
22,35,28.000,2,3,0,0,0,6.600,0.000,0.000,0.000,0.000,180.550,0.000,0.000,0,1,1,0,0,0,1.887,3.240,3.332,2,1
51,37,101.000,2,10,0,1,0,14.950,0.000,0.000,9.500,0.000,736.850,0.000,480.000,0,0,0,1,0,0,2.705,3.240,4.615,3,0
50,28,28.000,1,10,1,1,1,6.400,17.250,36.850,12.750,22.000,330.950,851.700,600.000,0,0,0,1,1,0,1.856,2.848,3.332,3,0
31,47,35.000,2,0,0,0,0,11.950,0.000,0.000,0.000,0.000,390.600,0.000,0.000,0,0,0,0,0,0,2.481,3.240,3.555,1,0
4,28,39.000,2,3,0,1,0,7.100,15.000,0.000,12.750,0.000,23.800,70.450,25.000,0,0,0,1,0,0,1.960,2.708,3.664,3,1
60,56,51.000,4,11,1,1,1,15.250,0.000,57.450,28.500,67.000,873.700,0.000,1630.000,1,1,1,1,1,1,2.725,3.240,3.932,4,0
7,31,31.000,2,7,0,0,0,5.050,0.000,0.000,0.000,0.000,38.050,0.000,0.000,0,0,0,0,0,1,1.619,3.240,3.434,1,1
20,40,209.000,4,15,0,1,0,7.200,0.000,0.000,4.750,0.000,172.100,0.000,80.000,0,0,0,0,0,1,1.974,3.240,5.342,2,0
19,23,37.000,3,1,1,0,0,8.400,17.500,24.800,0.000,0.000,136.050,302.500,0.000,0,0,0,1,1,0,2.128,2.862,3.611,3,1
58,37,64.000,4,8,1,1,1,10.800,58.750,63.250,37.750,109.700,634.750,3525.550,2305.000,1,1,1,1,1,1,2.380,4.073,4.159,4,1
65,64,88.000,3,26,1,1,1,15.100,36.250,39.900,24.000,48.800,1017.900,2202.450,1620.000,1,1,1,1,1,1,2.715,3.590,4.477,4,1
72,61,61.000,1,8,0,1,0,27.350,0.000,0.000,13.250,0.000,1980.150,0.000,895.000,0,0,0,0,0,0,3.309,3.240,4.111,2,0
8,42,66.000,3,10,0,1,1,1.950,0.000,0.000,27.500,21.500,16.850,0.000,185.000,1,0,1,1,1,1,0.668,3.240,4.190,4,0
33,40,19.000,3,5,0,1,0,5.050,0.000,0.000,8.500,0.000,178.900,0.000,315.000,0,0,0,0,0,0,1.619,3.240,2.944,1,0
18,34,42.000,2,14,0,1,0,6.450,19.000,0.000,17.000,0.000,104.050,318.750,240.000,1,1,0,1,1,0,1.864,2.944,3.738,4,0
24,31,41.000,2,13,0,1,0,8.500,20.000,0.000,13.000,0.000,196.800,480.700,275.000,0,0,0,1,0,0,2.140,2.996,3.714,3,0
70,36,50.000,1,15,0,1,0,20.550,0.000,0.000,20.750,0.000,1407.150,0.000,1370.000,0,0,0,0,0,0,3.023,3.240,3.912,2,0
7,38,70.000,4,4,1,1,1,3.850,19.250,38.350,7.000,17.700,26.650,127.500,40.000,1,1,1,1,0,1,1.348,2.958,4.248,4,1
70,59,85.000,1,19,0,1,0,38.900,62.500,0.000,62.000,0.000,2711.000,4387.300,4220.000,0,0,0,1,1,0,3.661,4.135,4.443,3,0
20,48,45.000,3,2,0,1,1,10.700,33.000,0.000,27.500,29.400,192.150,645.650,480.000,1,0,0,1,1,0,2.370,3.497,3.807,3,1
54,32,27.000,1,9,0,1,0,33.950,0.000,0.000,24.250,0.000,1801.300,0.000,1300.000,0,0,0,0,0,0,3.525,3.240,3.296,2,0
36,48,29.000,1,2,0,0,0,6.000,0.000,0.000,0.000,0.000,222.800,0.000,0.000,0,0,0,0,0,0,1.792,3.240,3.367,1,0
71,53,48.000,4,0,0,1,0,34.950,28.750,0.000,36.000,0.000,2506.050,2074.750,2560.000,0,0,0,1,1,0,3.554,3.359,3.871,3,0
17,41,32.000,2,3,0,1,0,12.600,9.500,0.000,6.750,0.000,208.000,168.000,100.000,0,0,0,0,0,0,2.534,2.251,3.466,3,0
18,45,43.000,1,9,0,1,0,4.450,17.000,0.000,13.750,0.000,78.650,287.300,245.000,0,0,0,1,0,0,1.493,2.833,3.761,3,0
