CUSTID,小計_Sum,アクセサリ_小計_Sum,インナーウエア_小計_Sum,バッグ_小計_Sum,化粧品_小計_Sum,婦人服_小計_Sum,靴_小計_Sum,食品_小計_Sum
104391,79738,0,10100,14231,39747,1280,10748,3632
104393,134574,0,3490,29914,0,94620,3950,2600
104395,42210,0,1446,1080,14640,4390,10702,9952
104396,150160,0,29099,5534,10141,24942,46793,33651
104397,80621,0,0,12861,48740,12160,5000,1860
104399,227938,0,0,18540,53408,122672,24998,8320
104402,141515,0,22130,12466,25874,78845,0,2200
104403,250672,13557,27670,17074,40107,67281,42369,42614
104404,41626,0,0,0,23806,12960,4860,0
104407,980062,6298,39473,8748,260395,519001,135260,10887
104408,80833,0,0,2538,38877,6070,33348,0
104409,34507,0,12237,0,18900,0,0,3370
104410,398061,3402,100472,15215,154568,62970,34980,26454
104413,57772,0,1280,0,1500,39885,9367,5740
104414,60220,0,0,0,42220,18000,0,0
104416,29353,0,0,0,24123,0,0,5230
104420,96124,3590,9848,45751,1710,6800,6302,22123
104424,85205,0,12947,0,8304,33552,0,30402
104425,64486,0,2234,0,17400,19048,3849,21955
104426,25025,0,0,2925,0,15840,6260,0
104427,96570,0,35849,1056,20633,10032,29000,0
104428,131621,6753,1363,23480,16870,68575,0,14580
104429,90189,11612,0,5375,18462,30910,2500,21330
104430,35980,0,0,0,0,0,35980,0
104431,29217,0,7750,0,11962,0,9505,0
104433,90167,0,0,0,31988,58179,0,0
104434,547976,5580,94363,7350,139212,258964,36287,6220
104435,97411,0,29810,14377,13549,39675,0,0
104436,73594,6872,10913,7496,16815,22430,5760,3308
104439,29561,7305,6386,4800,11070,0,0,0
104441,244247,0,2244,3000,166900,27531,1980,42592
104442,184870,0,0,97790,47130,16850,5000,18100
104443,372615,0,17637,308418,41160,0,5400,0
104444,222400,0,0,0,222400,0,0,0
104445,128603,0,0,42302,0,33241,11704,41356
104447,304954,18424,28894,4400,120735,39830,31596,61075
104448,113190,3218,2800,53638,32428,1980,15848,3278
104450,608413,19190,39783,177196,151718,57680,39175,123671
104453,124541,16092,7267,24369,13048,23140,18344,22281
104454,527055,0,103324,0,131539,116676,21380,154136
104463,83714,19920,4874,0,55120,0,3800,0
104464,266947,0,18432,24065,49863,93844,19578,61165
104467,231232,0,84418,34900,18258,18530,45698,29428
104468,88970,0,1400,3675,53155,30740,0,0
104472,399132,56156,19219,8970,9203,79575,215329,10680
104473,104926,0,31495,27360,12381,0,22145,11545
104474,85400,0,0,1230,3000,3470,77700,0
104476,69550,3560,7980,10640,44970,2400,0,0
104477,578550,0,359387,39120,37122,48647,19650,74624
104480,107939,0,20000,0,7000,80939,0,0
104485,39879,0,6554,3180,11760,3840,2250,12295
104486,46817,4312,1180,13715,2960,0,22250,2400
104487,113778,0,29885,5960,31450,0,9080,37403
104488,131254,5049,56903,5087,5008,0,19834,39373
104492,141039,10925,75480,8576,12040,3880,0,30138
104494,143316,0,0,23764,52820,45847,13215,7670
104501,32170,0,0,0,13460,0,11710,7000
104503,182081,0,63130,2375,9360,15266,0,91950
104505,102435,24725,0,0,14200,43860,0,19650
104506,46922,0,0,16563,6076,20060,4223,0
104508,218710,0,33480,26392,25805,4860,2556,125617
104510,94749,0,11508,9880,19924,21440,28841,3156
104513,153374,8665,0,47347,94392,2970,0,0
104515,70079,0,2205,0,5182,6212,0,56480
104519,34611,1330,9981,5700,4874,12726,0,0
104520,31776,0,0,28380,1134,2262,0,0
104521,96515,0,18230,0,13322,30086,17477,17400
104523,458248,0,11863,66483,57322,228540,14200,79840
104525,265017,1610,16074,67353,42294,4332,29864,103490
104527,317971,0,35283,36687,48407,48678,104736,44180
104531,764488,77113,217804,72043,41550,232986,43038,79954
104533,497346,0,63000,3400,411880,11830,2376,4860
104534,238420,28894,88460,16238,72771,21880,10177,0
104535,50489,11579,20446,0,3896,8905,5663,0
104536,40110,0,0,29280,0,10830,0,0
104541,160540,19154,47466,3800,47917,17263,22000,2940
104544,51322,0,0,5087,42955,1280,0,2000
104545,572801,16398,201549,36940,132125,125143,34546,26100
104547,341744,26631,41021,92925,50616,35810,1320,93421
104548,236609,30477,36937,17962,32810,96205,14780,7438
104550,44846,7192,1476,0,15997,8360,3600,8221
104552,106573,12635,6301,37593,19261,2892,20530,7361
104555,60137,0,7818,0,3554,17034,24116,7615
104556,1165180,0,1054725,1240,0,3000,104575,1640
104560,308622,1007,10497,40782,13560,208537,23679,10560
104561,294676,25805,20211,28086,111307,58517,19110,31640
104564,152329,2791,46017,0,34159,13768,51572,4022
104567,343871,4158,80902,51544,90180,17798,76244,23045
104568,118600,3680,2835,10847,25825,21776,37737,15900
104569,49660,5000,15075,0,0,29585,0,0
104570,98010,0,17940,12092,19054,23375,14149,11400
104571,434905,0,38393,168552,108745,42527,54222,22466
104572,78664,0,22496,45688,0,0,0,10480
104573,405740,61602,40789,0,126934,64820,62841,48754
104574,284580,4098,93607,74465,58186,32756,15089,6379
104575,166905,6935,25748,22369,37221,9516,54928,10188
104576,29627,0,14175,0,3894,1518,2200,7840
104578,63446,0,22270,5420,7128,13678,7310,7640
104580,8746,0,0,2873,4577,0,1296,0
104581,129700,0,15514,7868,27687,7772,9661,61198
104582,111102,3680,12610,31160,27052,32400,0,4200
104587,407310,0,0,0,29000,86070,0,292240
104588,23468,0,8028,1885,10065,2130,1360,0
104589,92091,0,0,13415,54200,9476,0,15000
104595,530135,29418,17450,0,35434,342618,1080,104135
104596,32842,0,0,0,0,12008,2954,17880
104597,24778,0,0,7370,0,9562,0,7846
104598,931521,322012,159244,44400,24256,51914,25300,304395
104600,23673,0,6838,0,15165,1670,0,0
104604,108780,17150,0,3500,36300,34100,4500,13230
104607,617933,0,31874,58180,367584,157495,0,2800
104609,17821,5984,7600,0,2609,1628,0,0
104611,16038,0,11332,1300,0,1050,2356,0
104614,4888,0,4888,0,0,0,0,0
104615,4544,0,4544,0,0,0,0,0
104616,25598,0,0,4980,0,16958,0,3660
104617,595881,0,27042,37760,278370,132253,120456,0
104619,6110,0,6110,0,0,0,0,0
104620,620348,20550,413585,3720,106745,42664,9970,23114
104622,104255,5570,10379,23950,27970,36386,0,0
104623,121852,0,0,81152,3300,22820,0,14580
104624,91741,12220,2222,0,3000,74299,0,0
104631,73442,3386,2138,3240,22000,31670,0,11008
104634,98374,0,2958,40389,15300,27164,0,12563
104637,14715,0,7075,0,5450,2190,0,0
104640,660269,17807,73873,32360,11752,353148,2100,169229
104644,83242,0,7032,10640,52970,0,4900,7700
104646,121792,6800,12370,1200,7562,82660,11200,0
104648,155489,3490,22725,10384,49500,29450,23790,16150
104650,143473,0,0,13700,28180,93613,7980,0
104651,25818,0,5110,0,3900,0,3000,13808
104652,342944,0,8524,5906,110324,188690,11500,18000
104655,112942,33003,38313,0,0,12834,28792,0
104656,43461,10372,19845,3600,0,0,0,9644
104661,75011,0,14830,0,0,16356,0,43825
104665,297542,9370,42163,91585,49368,0,74923,30133
104666,69033,0,0,0,20433,48600,0,0
104667,446756,28816,177681,67240,12919,103577,40118,16405
104670,67786,0,0,18800,36236,2250,10500,0
104671,247284,6780,27570,23600,3600,19504,162630,3600
104672,81629,0,5299,10600,23925,26700,15105,0
104673,30130,10623,3875,0,6000,0,3622,6010
104676,35771,0,6867,0,0,24944,3960,0
104678,92145,0,4625,12996,18590,9424,21856,24654
104679,85432,0,2070,0,65224,2518,15620,0
104680,49719,0,19460,0,12320,3980,0,13959
104684,74057,0,1900,0,7773,11144,33470,19770
104685,86010,0,21840,59029,2367,1510,1264,0
104686,70187,0,10464,1500,19440,6776,1317,30690
104689,214338,1260,28747,2602,143313,30150,3690,4576
104691,188384,49595,0,12320,43085,0,31877,51507
104697,395240,87560,148500,1206,84366,28441,24918,20249
104703,236312,0,46109,52887,52417,6024,3245,75630
104704,78384,30216,6750,12635,2980,0,8400,17403
104707,123906,0,41115,16094,22646,19190,0,24861
104708,194853,5572,54578,22418,43589,30162,12446,26088
104713,423177,9040,5631,2400,68905,248360,1850,86991
104716,93000,0,0,0,50700,33600,0,8700
104717,48914,0,19460,11885,8605,0,7494,1470
104719,179820,6300,112920,0,0,0,60600,0
104721,60767,0,0,0,0,46500,3950,10317
104722,181777,39443,48590,9135,19616,49898,0,15095
104723,55756,3810,23495,3397,8798,16256,0,0
104725,307667,0,1392,52883,36183,203923,13286,0
104729,78485,0,0,0,5865,7440,11130,54050
104730,141724,4240,0,2880,31582,5010,98012,0
104731,217276,0,49529,0,37330,93360,25700,11357
104732,135842,33948,19804,0,34860,14830,32400,0
104736,373692,16024,14535,54334,128180,5960,41948,112711
104738,255147,72977,34006,77692,15282,0,50962,4228
104739,101317,7425,4990,15745,17856,30292,23209,1800
104741,26008,1256,9135,1697,10580,0,3340,0
104745,577966,0,99220,1128,301020,31806,0,144792
104746,66260,0,3200,22366,9078,14118,13123,4375
104748,116404,2650,6370,2700,61769,0,20230,22685
104751,128268,0,0,8130,26971,75115,1592,16460
104753,87931,0,0,30490,21376,19350,2490,14225
104754,39223,0,0,3140,25300,10783,0,0
104755,33779,0,5196,0,1300,13290,12113,1880
104756,34227,0,15172,0,9450,3800,0,5805
104758,48020,1206,0,0,30780,8043,1121,6870
104759,104508,0,29500,0,8122,63500,1600,1786
104761,49116,0,0,9873,12704,20659,5880,0
104763,23615,8190,0,3800,10080,1545,0,0
104768,363878,7130,43564,22400,90440,74032,126312,0
104769,204871,1047,28539,30800,64562,28212,31664,20047
104771,71229,0,1800,10000,43615,10512,1360,3942
104772,29480,0,0,0,0,29480,0,0
104776,128525,11475,28952,16156,15752,12700,39240,4250
104778,117707,59928,27260,0,14589,10720,5210,0
104779,593392,37503,37246,173010,115860,51448,75681,102644
104780,224078,0,64713,70965,16300,67600,4500,0
104788,58851,0,5340,0,3406,16965,4460,28680
104790,162999,0,72550,8944,35799,32666,6390,6650
104791,24724,0,3600,0,1960,13474,5690,0
104797,188683,7430,32576,5060,20835,27835,91147,3800
104798,71875,0,13810,13090,4880,2415,12180,25500
104800,70707,0,1368,14719,11234,36723,0,6663
104802,265487,0,129529,69720,51408,14830,0,0
104803,148481,0,6025,23963,55556,7968,39510,15459
104804,158906,13846,98148,6606,12116,11190,17000,0
104805,185956,0,129840,4728,11210,27970,7660,4548
104809,53435,0,0,0,2875,50560,0,0
104815,100632,22765,10367,0,3960,11540,13000,39000
104818,68311,0,4950,14475,7600,8774,0,32512
104819,26535,0,4266,7320,8541,0,6408,0
104821,426680,10154,60276,13585,169265,116298,30132,26970
104823,109298,0,8517,31811,3888,2208,56901,5973
104825,39775,0,0,0,0,39775,0,0
104826,339637,9750,71730,21929,18047,104657,70711,42813
104827,147125,9168,17837,74573,19013,10886,11358,4290
104829,195483,10259,16069,1800,88883,26752,5000,46720
104833,84291,7085,32860,0,22620,10694,3806,7226
104834,129643,0,5232,7620,54400,25220,0,37171
104838,590863,16283,26990,0,116600,422490,8500,0
104843,89061,12343,23699,0,10266,16620,15793,10340
104845,75973,0,38317,0,8106,27000,0,2550
104846,29853,12628,0,0,0,17225,0,0
104847,82092,0,0,0,15520,56772,6900,2900
104848,590819,3077,29632,166937,148249,145689,35945,61290
104851,106980,7560,0,0,20040,44500,1980,32900
104852,234377,1488,37196,36013,57295,29245,33020,40120
104853,41292,0,16200,7992,1320,0,12800,2980
104855,85321,13126,16970,13900,1780,31225,0,8320
104856,32852,5703,3385,1980,17679,4105,0,0
104858,515255,54944,42937,18572,187626,124193,22418,64565
104859,16662,0,0,4677,5560,0,0,6425
104862,390310,4845,88669,33880,93878,68302,100736,0
104865,31760,0,0,3500,18050,7450,0,2760
104867,1025864,31353,77416,350894,166184,117981,75460,206576
104868,173449,0,4924,0,139069,18240,11216,0
104871,465978,22349,31783,123022,41966,109918,67739,69201
104872,119407,0,8480,15314,33850,24523,4180,33060
104874,276082,0,21700,26430,80546,6084,88615,52707
104876,324551,6914,154950,2850,57417,28271,57313,16836
104879,202077,80477,13727,27132,52459,0,21460,6822
104880,121998,14820,16201,29056,22992,35541,2300,1088
104881,67313,0,29550,0,9880,19923,7960,0
104882,199759,0,0,0,196999,0,0,2760
104883,55798,0,4240,6277,27120,7880,10281,0
104886,189861,0,14370,5540,91929,27542,50480,0
104888,79448,0,3250,0,53754,22444,0,0
104890,32965,0,8150,7435,9630,7750,0,0
104891,57441,0,10659,6840,11705,7318,8182,12737
104892,423620,1970,84640,75369,79285,45826,51001,85529
104895,97721,0,40201,0,25740,27000,0,4780
104899,403462,0,0,0,204432,127900,64040,7090
104902,103546,0,12786,6615,34256,13242,29075,7572
104905,85739,9960,6630,16512,2881,25403,5500,18853
104906,108621,0,22382,0,38674,13557,28152,5856
104907,156402,0,28846,4357,85587,20035,15100,2477
104908,166935,25810,0,0,69105,47270,0,24750
104911,130265,3920,40249,4400,17062,53354,6960,4320
104912,150923,0,18785,26520,52566,53052,0,0
104913,195425,36530,6600,0,54721,74511,13922,9141
104914,116425,16661,13915,19218,29625,30413,6593,0
104915,49825,9645,5980,0,10400,0,0,23800
104916,182826,44980,0,0,115000,0,0,22846
104921,363111,25803,50911,59926,149957,59623,12126,4765
104922,25974,5985,0,3600,0,16389,0,0
104924,59945,0,0,9800,0,0,0,50145
104925,34348,0,0,3456,24480,2058,4354,0
104928,24100,0,9680,0,7560,3000,3860,0
104929,21148,0,4215,0,0,1152,15781,0
104931,129561,4370,12073,4970,16742,27666,15570,48170
104932,60480,0,0,0,0,52700,7780,0
104933,36725,0,0,12600,0,17050,0,7075
104935,46978,0,46978,0,0,0,0,0
104936,39938,0,5050,1196,4324,29368,0,0
104939,326100,51740,6039,170440,27506,38521,9524,22330
104940,684749,55075,211246,16034,70490,181994,79924,69986
104941,129093,15562,13900,18904,0,80727,0,0
104942,2087301,194210,629486,254593,209278,399988,129766,269980
104943,141020,3418,13070,4260,36609,49643,19499,14521
104947,23404,15220,2000,3200,1500,0,0,1484
104948,1296843,35609,350383,41049,92421,177507,563160,36714
104949,193169,12570,4266,0,114453,32191,24790,4899
104950,56878,0,9520,6858,15439,0,25061,0
104954,253653,2520,76005,6402,35100,72113,9292,52221
104957,41462,0,2455,7175,7076,0,9267,15489
104958,81416,0,0,11636,1640,0,54080,14060
104960,34620,3875,3875,0,0,26870,0,0
104961,55812,0,0,0,0,55812,0,0
104963,100164,0,4000,3200,17540,13334,59480,2610
104967,296127,5292,84369,2000,53184,97478,7823,45981
104971,160146,0,11944,4921,70942,33001,34530,4808
104972,46440,0,0,2880,0,24920,14750,3890
104973,58736,0,10890,0,0,31520,3506,12820
104974,74820,9180,14194,26068,12568,9780,3030,0
104975,41050,3100,0,6900,11880,3200,8770,7200
104976,305978,11925,31318,24705,3880,47991,9440,176719
104977,564144,32683,160419,151066,158671,41105,9100,11100
104978,76780,0,0,76780,0,0,0,0
104979,102366,0,0,9716,76040,5680,0,10930
104980,80234,0,12920,10761,35158,0,0,21395
104986,77477,0,1690,5860,13946,2130,53851,0
104989,45300,0,9849,0,10180,12984,7110,5177
104992,229835,19335,36704,27597,79979,25279,12735,28206
104993,104933,0,0,3400,40107,4260,41305,15861
104996,66960,12400,12000,0,27750,6430,8380,0
104997,41837,0,8050,10355,9752,2800,0,10880
104999,39869,0,0,1200,15471,3628,19570,0
105000,471552,3353,99509,12109,39536,111621,117841,87583
105004,89440,4180,4950,12320,29530,17600,7060,13800
105005,439096,4240,56717,249133,45240,37992,34722,11052
105006,143297,0,9853,22419,95534,15491,0,0
105007,81335,0,34840,2250,15900,7980,14080,6285
105009,22400,0,0,0,13900,7170,1330,0
105010,659230,33470,65560,91048,47104,301854,52659,67535
105018,15520,2660,0,0,1506,5508,1150,4696
105019,240304,0,13559,0,0,223785,0,2960
105020,143201,0,6224,28230,68821,6217,25394,8315
105023,55673,0,25487,0,18410,3524,0,8252
105025,110991,3539,9943,7600,38408,2569,41701,7231
105026,128611,0,24000,1020,31750,39741,32100,0
105027,191605,3159,1596,16678,72756,50593,39660,7163
105029,7264,0,0,0,0,0,0,7264
105030,56137,13400,2660,8531,1692,29854,0,0
105031,45098,0,0,2520,36378,6200,0,0
105032,66190,18400,3825,0,0,43965,0,0
105033,624434,112152,70360,90998,37291,136516,137869,39248
105035,13776,0,3226,0,3480,2680,2000,2390
105036,13493,0,0,5780,4650,0,0,3063
105038,120064,0,36983,3000,25661,6360,34400,13660
105040,71428,0,4830,1216,12266,16638,20063,16415
105041,37925,0,9471,0,9553,0,2900,16001
105043,88729,14650,30171,5480,6400,23586,1980,6462
105045,74019,0,39433,0,20879,3280,10427,0
105048,178081,0,45580,36252,16025,3063,71409,5752
105049,123651,0,27790,7330,31091,46390,11050,0
105052,350874,43657,78810,29258,80151,65330,6210,47458
105054,130709,0,96140,0,10357,1820,22392,0
105055,604947,36506,56916,6210,240014,72877,21074,171350
105057,47545,3434,7474,1200,15170,11380,5627,3260
105058,227600,0,0,0,227600,0,0,0
105059,115077,0,31438,10996,14257,19184,19204,19998
105061,55068,12400,0,0,36240,6428,0,0
105063,43846,0,9846,11324,4905,9221,8550,0
105065,73176,0,46770,0,14374,12032,0,0
105067,33231,0,0,2557,21463,3781,5430,0
105068,3005896,403147,71385,51803,1087350,773102,68632,550477
105071,366145,0,99244,6158,116412,13423,109700,21208
105073,20241,0,3472,1944,2640,6550,5635,0
105076,77029,0,19783,18240,30516,3500,4990,0
105077,66650,0,25290,6160,0,0,35200,0
105078,60201,9224,5037,1240,14640,7660,0,22400
105084,65345,49605,0,0,10740,0,5000,0
105090,64240,0,64240,0,0,0,0,0
105092,25341,0,1260,2050,4864,0,10867,6300
105093,332490,39309,14508,28796,41933,10285,183886,13773
105095,125231,18122,3250,5662,12894,11420,48433,25450
105097,112840,19334,15520,9500,3519,15097,0,49870
105098,99485,19631,15906,0,19710,27258,2740,14240
105100,138600,0,0,53430,35670,0,37620,11880
105102,117359,2980,28936,35275,7112,17276,6600,19180
105104,128256,1313,1180,9268,48404,14791,0,53300
105106,64789,0,8987,4169,13396,17802,15380,5055
105108,58496,1995,0,0,0,53699,2802,0
105109,401583,37080,49677,72234,112329,50390,31094,48779
105111,27642,6300,0,2700,4692,13950,0,0
105113,53025,0,8082,0,0,28323,16620,0
105115,64185,0,6211,1200,21046,28728,7000,0
105116,81588,0,10041,13315,0,0,58232,0
105117,441943,7061,2120,6850,141825,42320,216368,25399
105118,111079,0,0,0,16169,18740,0,76170
105119,178193,0,12756,11332,15930,110681,5954,21540
105120,49953,0,10325,5335,10604,13076,6925,3688
105122,16990,0,1200,0,0,2680,13110,0
105124,590906,4770,69843,4950,140915,74428,291750,4250
105127,313660,0,97159,43605,109173,11677,24396,27650
105128,334807,24120,62045,22470,77352,79402,49026,20392
105129,86790,8044,1400,16723,18833,33620,5430,2740
105131,103500,0,0,0,90680,0,12820,0
105135,220428,20411,27735,39559,65780,24200,21403,21340
105137,50437,0,12907,7000,1200,23330,0,6000
105138,32315,0,0,0,18427,6040,0,7848
105141,195948,0,25594,15670,98886,3729,22029,30040
105142,116120,4504,0,0,18080,67970,0,25566
105143,68932,11475,22280,19200,2505,6880,2112,4480
105144,216361,1844,33157,26580,42120,13070,99590,0
105145,137909,0,47681,3875,52488,9813,15621,8431
105152,74206,6720,1196,1370,31920,3680,29320,0
105153,92250,0,0,24000,0,46320,10440,11490
105154,57212,0,1536,6816,10380,9480,29000,0
105156,342730,0,267734,7871,11509,3781,45373,6462
105160,255981,7456,14924,46261,47978,54885,54854,29623
105161,28434,6157,8410,5385,0,6170,0,2312
105163,58900,0,0,0,0,58900,0,0
105164,62645,0,1115,0,0,16240,0,45290
105167,74927,5130,2720,1200,46456,4814,13311,1296
105170,381522,35852,45022,1440,130910,32126,128222,7950
105171,133037,5985,19560,3550,28565,6915,15142,53320
105173,183503,52500,27702,30164,27630,44267,0,1240
105179,71214,0,0,20860,2200,26864,4370,16920
105185,373472,78970,50295,7735,185173,29084,18615,3600
105188,252293,63918,12950,7540,112377,41685,3373,10450
105190,85268,4450,19267,4590,29351,1250,0,26360
105191,139558,0,5090,18219,80500,16470,5943,13336
105192,23273,2185,3993,1145,6500,0,5368,4082
105193,96426,0,81096,0,0,15330,0,0
105194,67504,12005,10057,10087,3740,5564,0,26051
105195,387983,0,14322,13189,229569,6210,119000,5693
105201,384220,19040,33130,2730,325960,0,0,3360
105202,32564,2518,18931,1374,5834,1356,1330,1221
105203,34755,0,7870,0,25085,1800,0,0
105204,97157,0,0,25695,22773,27267,16299,5123
105206,1423364,80327,224958,131657,282820,67506,354704,281392
105207,56057,7384,8090,11350,1632,17980,8046,1575
105209,164468,14366,34077,29542,23094,20142,37433,5814
105210,171753,15492,28490,12450,106071,2250,7000,0
105211,89581,5311,25940,0,54760,3570,0,0
105212,396493,10347,12678,76938,7598,31175,3055,254702
105214,217554,7575,19673,0,0,17490,15870,156946
105216,68517,7388,29916,1310,15793,0,12780,1330
105218,33512,0,13129,0,3860,9870,5000,1653
105221,118856,27953,40228,0,33935,0,1360,15380
105222,77183,0,26895,0,1533,21900,16383,10472
105224,64123,0,0,0,39758,0,7851,16514
105228,82403,0,0,8598,18754,7520,13950,33581
105230,70135,0,0,0,14972,19099,18304,17760
105231,177221,10634,0,62615,30688,1900,40379,31005
105232,75789,0,4933,1860,27200,0,0,41796
105236,142621,11040,26450,40950,46813,7720,2520,7128
105237,56469,3240,0,1700,17109,11640,15870,6910
105244,507620,47808,122036,15875,23719,259996,26352,11834
105245,725041,41597,148713,38285,93051,291926,66334,45135
105246,73497,0,13868,5340,14475,18474,16560,4780
105247,143692,4640,37829,1395,14808,56228,24616,4176
105253,160762,39100,6190,4890,1100,48820,37560,23102
105257,19884,0,0,0,0,9300,2160,8424
105258,36523,15000,0,5700,2875,12948,0,0
105260,229012,1050,31164,21726,44720,115583,3569,11200
105262,144781,0,5080,15637,83991,11663,27080,1330
105264,264140,9882,25129,45796,46961,17208,57284,61880
105268,88254,0,0,11520,33627,19063,3450,20594
105269,29286,0,0,4190,6950,5985,0,12161
105270,82814,0,0,0,1792,78972,2050,0
105274,165158,12451,8583,25860,57569,14929,5510,40256
105275,261284,37766,25537,17308,73800,69141,25361,12371
105276,27100,0,1710,5035,16365,0,3990,0
105277,135148,0,33248,0,54220,24220,11740,11720
105278,63442,18530,2950,0,22521,8850,7171,3420
105279,360502,19257,11024,32262,74949,32338,142472,48200
105281,53671,0,15240,1360,33178,2800,1093,0
105285,72595,0,0,11520,30318,8360,22397,0
105287,226591,3400,9392,104075,47944,4270,11912,45598
105289,102157,0,30946,0,32775,24056,6780,7600
105294,164798,11250,3816,13220,12076,25860,94641,3935
105296,475099,0,162174,0,3360,3560,306005,0
105297,36740,0,0,9400,0,11080,16260,0
105298,94099,0,1900,35360,30499,22780,3560,0
105299,248396,19640,95350,0,41526,0,37760,54120
105300,40545,13190,4700,0,8300,11295,3060,0
105301,275950,0,0,0,34200,0,241750,0
105303,23239,8884,0,0,1980,11240,0,1135
105304,46548,0,0,0,0,46548,0,0
105307,73995,6097,0,3300,8980,9540,0,46078
105310,56630,0,8760,8200,23200,15370,1100,0
105312,363584,14900,51591,27403,156791,21900,69360,21639
105314,185667,0,3132,0,168508,7067,5160,1800
105317,682801,220461,87674,86724,94883,144908,40715,7436
105318,63360,0,0,63360,0,0,0,0
105319,65258,0,9900,0,21858,33500,0,0
105322,130536,0,0,13650,8544,5294,20125,82923
105323,353867,16614,64965,27101,182555,22760,36224,3648
105324,246167,99857,7580,0,35070,27860,11000,64800
105325,130060,10219,57480,8663,24075,0,15521,14102
105326,79087,0,11800,8180,31519,7340,15635,4613
105329,23070,0,5130,2220,7500,3040,5180,0
105331,223131,0,78990,0,19223,1020,99236,24662
105334,44871,7558,0,13328,7360,2805,1100,12720
105335,180291,10875,21092,12320,47965,48497,11724,27818
105337,21156,0,0,0,2076,9900,0,9180
105339,48075,0,0,5390,7615,0,24720,10350
105342,120669,10875,15314,0,19034,45813,5600,24033
105344,18963,0,10318,0,6905,0,0,1740
105345,49203,3819,0,27420,5250,1254,6680,4780
105348,26866,0,3620,0,8746,12790,1710,0
105350,54059,0,12015,20052,16825,1557,0,3610
105352,45928,0,5310,0,25808,14810,0,0
105353,133871,20715,23433,6460,6980,29135,15610,31538
105355,189441,0,0,47887,18329,31999,41686,49540
105356,63189,0,12062,12390,8107,15900,7950,6780
105357,110635,0,38747,0,19327,40505,6980,5076
105358,220037,4464,36276,10133,23022,92419,46217,7506
105360,372325,0,72655,22800,55540,145950,40820,34560
105361,490080,13500,31967,4310,363107,10784,53577,12835
105366,158362,68928,0,0,36537,33820,19077,0
105367,227901,0,6864,74020,56307,57550,27045,6115
105368,560241,1788,55083,3215,169754,326690,0,3711
105371,21582,4062,9440,0,4320,3760,0,0
105372,26632,0,9180,2700,14752,0,0,0
105376,810094,5976,3672,341494,77592,15820,56720,308820
105377,46854,11384,0,3360,13530,11760,1500,5320
105379,153612,0,4000,80640,24670,33066,11236,0
105382,252236,51825,33575,10100,11822,19264,0,125650
105384,27150,0,0,0,0,14310,10350,2490
105385,27800,0,0,1828,0,7562,7250,11160
105386,145569,0,0,21850,44040,11323,11700,56656
105389,100983,0,56916,8948,10240,15720,5463,3696
105390,31303,2520,3550,1395,9863,6295,7680,0
105391,161329,5985,22661,8700,72587,8520,19470,23406
105395,746067,0,74345,285320,183741,47532,58980,96149
105396,305476,8408,81760,32332,60140,51171,41079,30586
105397,23084,0,0,0,10499,3880,8705,0
105400,94338,0,19400,0,37478,37460,0,0
105402,42865,3290,5280,0,3630,26326,1439,2900
105406,72981,0,29721,0,16680,2700,21330,2550
105407,84633,0,2244,3985,42147,16531,17331,2395
105408,43672,0,13700,0,8040,14784,1240,5908
105409,46158,0,2912,2697,0,1089,22880,16580
105411,82987,3762,56095,0,1430,21700,0,0
105413,225325,0,2580,0,6800,24705,153440,37800
105414,164874,0,39515,19760,69281,8820,11520,15978
105415,32697,0,0,1297,3040,19800,8560,0
105419,51375,5100,21100,0,5400,13025,6750,0
105420,160422,3290,45302,6350,85610,16990,2880,0
105422,107316,0,23370,5785,19166,18035,2050,38910
105423,159735,1742,46560,21147,42589,19407,3450,24840
105427,414429,23224,89311,42145,149416,19550,56083,34700
105429,77181,0,14030,0,15852,4500,8800,33999
105431,252625,0,37260,35620,46800,94330,26520,12095
105432,57480,0,0,0,40480,0,0,17000
105433,111274,0,17001,1454,60935,20784,0,11100
105435,11524,0,0,0,6198,0,5326,0
105436,230615,20296,19905,26268,22620,105304,27777,8445
105439,54398,0,1800,14620,9070,12610,9355,6943
105440,165986,28288,57262,3278,0,43936,28560,4662
105441,129296,25350,2737,10617,45484,12118,30610,2380
105443,32414,5005,21277,0,6132,0,0,0
105444,151934,7190,44587,16467,50430,1456,7970,23834
105447,215130,3060,1650,175655,12688,20477,1600,0
105448,118320,3875,0,48055,0,64950,1440,0
105451,177814,0,57052,1840,58260,44150,16512,0
105452,131600,0,0,0,0,131600,0,0
105453,157760,45040,1123,3800,65118,29409,4910,8360
105456,241642,10838,27822,15705,20822,39774,32366,94315
105458,38317,0,4240,0,6820,20565,0,6692
105460,58121,0,5065,0,6998,33655,9663,2740
105461,418184,13596,11678,33638,107321,154096,13391,84464
105462,152571,118370,1230,5390,15701,11880,0,0
105464,83724,5985,35030,5785,31000,4580,0,1344
105465,43588,0,25230,0,4976,11402,1980,0
105468,472980,13308,33048,287980,11638,15500,2316,109190
105469,95706,0,40722,0,0,54984,0,0
105471,71360,0,0,0,18590,52770,0,0
105472,148195,0,0,7945,39190,72440,18120,10500
105473,39960,0,39960,0,0,0,0,0
105474,42869,1890,14625,0,6860,1480,5600,12414
105476,109468,0,22655,35925,47498,3390,0,0
105477,173640,40993,16742,22402,39518,21942,21080,10963
105479,235022,0,13872,0,52731,35339,133080,0
105481,89017,0,1755,0,28096,0,33666,25500
