C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32,C33,C34,C35,C36,C37,C38,C39
-4.205,0.954,1.372,3.472,-4.583,-1.932,-1.496,-2.700,3.700,2.186,3.287,-0.449,-2.582,1.681,-3.653,0.168,-0.059,3.894,4.550,2.585,2.710,2.931,2.069,2.057,0.865,-1.154,-1.539,2.008,5.887,-1.202,0.019,3.026,-0.939,-3.497,1.151,0.080,-2.195,-2.732,2.591
5.403,-4.097,-3.589,-0.927,5.424,6.005,6.031,3.890,-0.682,0.675,1.813,2.320,4.652,1.339,3.371,-0.975,-0.613,2.857,-0.444,-2.555,2.898,1.455,0.762,2.434,-2.525,-3.654,-3.851,-1.280,0.201,-0.394,2.054,3.080,-2.924,6.079,-3.418,-4.006,5.170,7.087,-3.048
5.031,-0.465,-3.993,-3.545,5.605,7.995,8.932,7.964,-3.135,-3.125,-1.662,1.340,3.226,3.160,5.415,2.408,-2.132,-3.946,-2.829,0.754,2.253,-4.094,-2.648,-4.445,-2.626,-2.351,-1.152,-3.742,-6.308,2.415,4.386,6.701,1.721,4.424,2.188,-0.283,7.318,7.425,0.077
1.369,-1.108,-0.533,0.261,2.690,0.502,-1.289,0.787,-1.605,-3.660,-1.080,0.807,0.746,-3.549,3.038,1.434,-1.396,-3.333,-2.177,1.709,2.500,-3.192,-2.920,-3.662,-1.886,0.692,0.002,-0.322,-3.468,2.340,-2.712,-1.262,0.012,0.964,-1.012,-0.234,1.037,2.272,-0.356
-1.483,2.423,-3.860,-5.950,0.329,-0.254,1.464,2.616,-5.335,-2.752,1.558,3.876,0.151,-1.402,0.908,4.357,1.563,3.367,-6.148,3.377,2.620,-1.673,-3.859,5.024,-3.002,3.819,0.207,-4.550,-1.284,4.136,0.544,0.788,1.400,2.792,4.128,-0.545,-0.646,1.088,4.632
-0.433,-0.352,-3.462,-4.906,-2.918,-1.210,-2.763,-2.477,-1.302,-3.851,-0.471,4.944,-2.292,1.516,-1.777,2.589,0.732,-2.839,-4.760,1.304,4.836,-3.777,-3.429,-4.300,-4.582,3.254,0.328,-4.985,-6.685,2.578,-0.964,-0.590,0.525,-1.663,1.307,0.501,-2.938,-3.653,4.999
5.540,-2.196,-1.327,-0.382,4.206,6.929,6.794,3.627,-1.581,0.874,0.462,3.386,5.674,4.081,3.719,2.046,-3.068,-1.678,-1.051,-1.715,1.627,0.031,-2.896,0.553,-1.132,-3.632,-3.449,-0.857,-2.175,-1.681,4.243,4.459,-1.104,6.296,-3.257,-0.408,2.221,3.653,0.955
2.848,-1.598,-0.388,0.337,2.459,2.496,2.170,2.426,2.836,0.768,5.016,1.065,1.659,2.798,1.965,-0.768,-0.681,4.963,-1.056,1.157,-1.812,2.507,0.985,2.407,0.501,1.980,0.965,-0.512,4.179,0.139,-0.111,1.688,0.744,0.249,0.545,-0.909,-0.167,0.360,-0.384
1.745,-2.448,-7.456,-4.001,1.326,2.024,0.438,2.168,-5.652,-5.930,0.805,-1.912,0.705,-3.105,3.868,-2.124,-3.499,-0.247,-1.718,-3.122,-1.445,-1.730,-3.356,2.913,-6.193,-0.999,-4.522,-3.410,-4.824,-5.063,-1.067,0.129,-4.272,3.523,-2.641,-3.648,4.623,2.181,-3.042
1.677,-3.341,-0.670,-0.110,-0.586,2.867,1.858,1.020,1.058,0.240,0.921,-5.669,4.458,0.034,0.228,-5.177,-2.112,2.460,1.614,-3.337,-6.381,0.027,0.781,0.886,1.781,-0.736,-4.086,-3.126,2.358,-6.448,0.471,3.753,-2.390,0.889,-1.086,-1.213,3.164,1.498,-5.788
0.890,0.565,3.178,1.281,-0.622,-4.067,-1.939,0.636,4.177,4.118,0.056,4.714,-2.845,-3.420,1.073,3.536,0.656,-0.828,3.052,0.454,6.210,2.594,1.173,-0.053,0.139,0.549,2.318,3.511,1.508,4.837,-6.592,-3.086,0.864,1.855,-1.263,-0.212,-0.976,1.181,2.933
-0.768,-1.208,-0.286,0.428,-1.010,-2.163,1.175,2.472,1.378,1.033,1.666,2.352,-0.169,-1.524,0.841,1.573,-1.022,6.008,-0.016,-0.448,0.962,3.568,-1.626,4.735,0.692,-1.161,0.412,-2.471,2.177,-0.228,-2.588,-0.550,-0.898,2.192,0.663,0.135,2.031,0.121,1.797
0.493,-0.426,1.464,-0.261,-1.998,-1.463,-1.309,0.429,0.270,1.444,3.191,4.497,-2.075,-0.136,-3.197,3.343,3.239,1.898,0.302,0.374,2.946,2.480,2.643,0.772,1.244,0.794,2.297,-0.280,1.810,3.960,-0.025,-1.097,3.352,-0.596,0.192,0.965,-1.901,-1.105,3.555
-1.415,-1.817,-3.426,-3.243,3.221,0.034,1.339,1.406,-2.339,-6.111,6.015,0.751,-0.194,0.427,2.800,0.852,-3.059,3.543,-3.795,-2.444,1.363,0.823,-3.264,4.535,-2.212,-1.250,-2.500,-2.456,0.072,-2.923,-0.672,-0.624,-3.225,0.460,-2.546,0.597,2.170,-0.240,0.809
-2.181,3.943,-2.318,-2.967,-6.914,3.264,0.555,-0.857,-1.212,-1.764,0.978,2.196,-1.300,4.454,-3.206,-1.606,2.553,0.738,-0.552,1.691,-1.475,-0.248,0.551,1.383,-3.452,-0.671,3.039,-1.059,-1.057,-0.394,6.720,7.634,2.042,-2.619,0.605,2.288,-2.347,-4.337,3.341
1.167,1.060,-5.023,-5.215,1.392,2.054,2.883,3.771,-4.151,-5.715,-3.257,-2.978,-0.800,0.794,-0.904,-2.087,1.452,-4.920,-6.526,3.492,-0.525,-8.068,-3.920,-3.789,-4.456,-0.267,1.059,-2.495,-5.830,-0.814,3.411,0.578,-1.148,1.557,3.494,0.517,2.688,3.319,0.236
6.278,-3.572,1.086,2.882,3.800,7.275,6.692,4.913,3.534,3.018,4.101,0.890,5.625,3.026,7.029,1.824,0.813,5.556,4.344,-0.947,3.789,7.474,3.677,3.546,3.776,-3.096,-1.372,7.412,5.326,-1.393,1.984,4.657,-1.497,4.184,-2.850,-2.487,6.406,4.589,1.236
-2.557,0.525,2.354,1.218,-1.565,-2.747,-0.777,-0.708,1.065,-0.121,1.748,1.752,0.905,-2.762,0.644,3.060,0.685,2.754,1.233,1.328,4.068,3.490,3.560,2.256,3.185,2.681,2.000,1.181,2.733,2.939,-0.123,-0.320,0.946,-1.468,3.357,2.163,-1.739,-2.661,4.290
5.444,-3.319,1.793,3.980,5.002,4.047,5.471,5.038,-0.148,2.761,-1.230,0.815,3.526,-0.549,4.928,-2.507,-2.264,-1.867,3.364,-2.720,3.190,2.689,3.223,-0.478,4.819,-2.481,1.568,4.035,0.785,-1.255,2.224,2.142,-1.206,4.628,-2.010,-0.544,3.302,3.413,-0.861
1.992,-0.297,-2.492,0.388,2.894,5.085,2.161,3.969,-1.311,-5.539,3.498,1.239,1.054,3.078,2.493,-0.173,-4.209,3.502,-2.662,-2.064,0.186,1.166,-3.316,1.829,-2.433,-0.544,-2.398,-2.396,-1.239,-0.896,2.195,-0.296,-3.416,4.015,-3.189,-2.500,3.895,2.010,-2.570
-1.052,3.676,4.016,3.356,1.079,1.340,0.251,1.786,2.041,4.322,-0.569,-1.143,0.014,0.404,-0.211,1.649,2.042,-2.266,3.641,0.678,-1.230,2.088,2.933,-2.834,3.998,1.648,1.986,4.967,1.576,2.074,0.081,-0.023,3.903,0.873,3.352,1.376,3.274,0.514,1.654
-0.244,-3.740,4.396,2.169,0.499,1.383,-1.764,-0.463,1.192,1.566,2.467,0.476,1.817,-0.144,0.099,-0.627,-4.069,3.126,4.792,-5.696,0.884,6.425,4.030,0.795,5.027,-4.736,-3.446,5.103,2.784,-2.982,-0.703,0.895,-5.520,-2.976,-4.042,-4.637,-1.732,1.187,-4.489
-0.516,6.227,-2.912,-2.172,-0.688,1.002,0.795,-1.572,-2.934,-2.756,-3.593,1.361,0.913,1.984,0.309,1.632,3.802,-5.664,-2.139,4.712,3.692,-6.074,-0.508,-2.715,-5.088,4.939,3.990,-3.109,-4.358,5.717,0.509,2.086,5.183,-0.790,5.741,3.599,0.721,-0.225,5.801
-1.290,-3.417,3.662,2.919,-2.360,-2.086,-0.855,-2.491,2.361,3.526,1.550,3.712,-2.230,-0.063,-0.650,2.421,-5.051,1.318,3.202,-4.369,3.929,2.009,1.902,-2.250,2.277,-2.708,-4.281,4.038,3.499,-1.302,-0.743,-0.183,-5.059,0.730,-4.900,-5.679,-1.263,-1.811,-1.610
1.062,0.974,-1.182,-4.276,1.680,2.555,3.812,1.935,-2.077,-2.042,0.861,4.031,1.528,4.178,-0.442,4.557,1.871,3.120,-1.235,0.163,2.311,-0.218,-0.509,-0.864,-2.806,0.474,-1.405,-1.654,-1.730,1.404,3.119,0.442,0.156,2.396,-2.399,-1.023,-0.065,4.111,3.559
-4.635,-1.745,-2.637,-3.476,-4.494,-3.910,-6.879,-3.277,-0.494,-4.128,1.324,1.507,-3.305,-3.727,-4.202,2.539,-0.700,0.589,-3.167,-1.942,1.622,-1.333,-0.631,2.233,-2.314,-1.050,-4.375,-2.450,-0.894,-0.763,-1.076,-3.365,-1.951,-3.457,-2.141,-2.215,-5.440,-2.794,-0.032
1.385,-4.257,-0.641,-2.848,1.611,-1.490,-0.923,0.156,-0.282,-1.636,5.372,-4.571,0.131,-3.140,-0.082,-4.297,-5.087,1.283,0.097,-3.842,-6.238,0.304,-1.858,1.808,-1.480,-3.768,-1.416,0.469,1.956,-6.760,-2.232,-1.891,-2.625,1.950,-0.519,-3.558,-0.158,-0.090,-5.932
-4.266,2.528,-2.054,-5.231,-3.103,-4.646,-3.218,-3.563,1.221,-1.943,1.268,3.785,-5.635,-1.237,-5.161,3.790,6.612,0.889,-1.301,3.493,3.171,0.517,0.561,0.959,0.235,3.401,4.287,-1.988,-1.319,4.136,0.768,-2.528,0.785,-1.124,2.142,2.473,-4.322,-2.365,6.617
1.713,2.340,-5.250,-3.977,1.276,0.153,0.290,0.385,-2.875,-4.375,-5.691,-1.023,0.123,-2.045,0.143,-2.281,3.307,-4.167,-2.074,-0.021,1.176,-6.802,-2.552,-3.955,-3.860,1.510,-0.764,-4.144,-6.148,0.468,-1.749,0.230,3.903,0.780,0.885,1.871,3.575,1.878,1.352
6.292,-1.453,1.804,1.198,2.544,2.807,3.230,3.439,-3.539,0.362,1.229,1.084,3.566,0.067,0.052,3.173,0.020,1.429,0.289,1.333,2.964,1.101,0.658,0.367,3.681,-4.569,0.053,0.381,1.397,0.456,-0.429,0.994,-0.009,2.327,-2.958,0.056,3.187,4.942,1.364
3.941,1.508,-0.904,-1.108,3.201,-0.258,0.474,3.679,1.706,0.748,0.019,3.552,4.764,-3.942,1.478,4.067,1.528,-0.241,3.057,5.046,2.444,-0.363,-2.392,0.157,-1.989,0.750,2.428,-1.508,-0.190,5.213,-5.068,-2.369,4.623,4.005,2.708,-0.315,2.793,2.133,3.589
-3.659,2.256,-0.517,0.910,-5.333,-6.919,-6.842,-3.112,-3.209,-1.986,-1.059,2.643,-6.074,-5.105,-2.014,4.172,2.013,-2.051,-2.395,5.566,3.478,-1.297,0.527,0.537,-2.142,4.421,5.312,0.401,-1.766,4.892,-3.961,-4.688,5.060,-3.605,4.385,4.861,-5.159,-3.987,7.409
1.182,2.414,-3.990,-4.560,1.343,2.483,5.488,-0.081,-6.301,-5.064,-2.336,2.879,-0.047,3.271,-0.526,1.245,0.804,-3.197,-5.354,-0.838,-0.165,-7.354,-4.443,-4.666,-6.025,-0.635,0.485,-4.390,-6.271,-0.505,6.810,4.009,-2.820,-0.670,0.126,1.389,3.197,1.209,2.605
2.278,-2.228,-3.304,-3.575,-1.054,-0.880,2.436,-0.858,-3.473,-4.832,-0.744,-1.997,0.562,-0.247,2.126,-2.390,-0.434,-0.280,-2.311,-2.168,-1.559,-1.479,-0.375,-1.744,0.370,-3.518,-1.018,-3.094,-4.339,-2.363,1.894,-0.024,0.607,-0.044,0.491,0.509,-0.551,1.102,-2.171
-4.131,1.219,-1.871,-1.366,-0.465,-3.492,-3.561,-4.592,-1.199,-1.391,0.235,-2.037,-1.650,0.407,-6.232,-0.956,0.766,2.357,-2.873,2.463,-3.767,-0.865,0.199,1.688,-0.769,1.234,-1.322,-3.300,0.179,-1.234,-0.122,-3.025,1.928,-2.861,-1.610,2.112,-3.783,-2.662,-0.519
0.084,2.320,2.790,1.616,-2.056,-4.799,-3.188,-1.567,1.209,2.010,-1.891,-3.692,-2.943,-1.536,-2.288,-2.676,3.571,-0.874,1.824,4.329,-1.579,-0.556,0.515,-3.117,-1.926,3.866,2.132,2.782,0.097,0.325,-3.151,-4.016,4.552,-4.786,1.473,0.350,-1.333,-2.660,0.796
0.584,-4.324,-0.088,-0.584,2.130,0.607,3.371,1.508,-1.406,0.946,2.886,-1.651,2.031,1.720,-0.049,-0.821,-3.183,2.921,-1.239,-1.293,0.642,1.300,-1.204,1.829,0.523,-1.967,-4.403,-2.025,1.249,-2.348,1.006,2.802,-3.249,-0.478,-6.400,-1.854,0.106,0.275,-4.333
-0.200,4.756,-6.017,-4.431,-0.967,1.174,-2.015,0.429,-6.473,-5.642,-0.470,3.256,-0.767,-0.917,0.635,3.277,0.245,-0.330,-5.745,1.640,2.273,-5.664,-4.810,-2.838,-5.165,1.615,1.073,-4.732,-5.454,2.196,-1.308,-0.005,0.885,0.307,0.237,0.139,0.047,1.574,4.329
1.744,7.524,-4.873,-5.438,0.207,-0.449,-2.213,1.121,-4.512,-3.738,0.884,0.144,0.169,-1.077,1.521,1.269,10.062,-1.205,-4.657,9.786,-0.688,-4.701,-4.001,1.583,-4.106,9.379,8.344,-4.809,-2.568,8.127,-0.582,-4.936,9.728,-2.459,8.205,8.353,-1.074,1.021,7.771
1.866,-2.558,-5.274,-3.875,1.361,-0.232,0.137,2.901,-5.230,-4.586,-2.046,3.367,0.375,-2.255,-1.329,2.132,-1.395,-3.811,-3.090,-0.726,1.865,-4.639,-3.282,-1.094,-1.994,-1.789,-0.119,-6.691,-6.105,0.575,1.543,-3.214,-0.580,1.749,-0.832,-0.083,-0.279,1.515,1.191
0.896,3.269,-3.093,-4.041,1.210,-0.597,1.651,0.279,-2.725,-3.757,0.745,-3.537,-0.751,0.895,1.140,-6.444,0.727,-0.262,-2.224,1.581,-2.525,-2.308,-2.822,-0.361,-3.890,2.111,0.866,-1.421,-2.853,-0.940,-0.935,-1.191,1.979,1.467,2.272,2.598,1.790,1.527,-1.687
4.344,8.488,0.111,0.228,-0.060,5.058,4.881,1.936,1.280,-0.147,-6.298,7.580,2.486,3.828,3.554,4.337,7.277,-6.428,-0.267,10.508,5.118,-2.509,-0.998,-5.815,2.055,9.112,5.903,3.358,-5.142,12.335,3.842,4.719,5.991,0.895,7.006,6.515,3.469,1.816,9.071
-0.839,2.782,2.111,0.161,-2.105,-1.140,-0.662,-2.560,0.774,0.942,2.834,4.400,-0.811,-1.023,-1.090,3.487,2.192,6.154,-1.228,3.008,3.556,3.969,1.252,2.734,-1.687,2.849,2.782,-1.280,1.871,4.421,0.529,1.311,2.780,1.849,2.143,2.584,-1.939,-2.598,5.654
0.990,-4.529,-3.421,-0.981,2.478,2.471,3.410,1.069,-5.664,-3.661,0.634,-1.161,0.507,2.631,2.033,-2.159,-2.218,-1.012,-2.639,-3.874,1.208,-3.701,-0.151,-1.621,0.801,-0.760,-4.284,-3.703,-1.487,-3.792,3.265,3.141,-4.249,0.883,-5.232,-3.363,1.302,-2.090,-3.417
-0.526,4.060,-0.548,1.491,-2.807,-0.456,-2.103,-2.984,3.348,-1.393,0.717,-1.786,-2.800,2.216,-2.760,0.677,2.720,-3.929,1.331,2.582,-1.218,-0.297,-0.809,-1.494,0.615,2.305,-0.774,1.005,-0.858,0.240,0.685,1.507,1.567,-2.969,4.139,1.050,-3.169,-3.465,2.490
-0.162,0.889,-2.027,-1.486,-0.247,-0.678,0.181,1.631,-0.164,1.627,3.315,5.946,0.910,0.160,1.544,2.348,-2.320,2.221,-1.964,-2.473,6.204,2.406,1.549,3.693,-3.686,-2.458,-1.715,-0.962,0.458,1.832,-1.373,0.265,0.040,-0.440,-1.827,0.111,-0.838,-2.603,2.975
4.863,-2.523,1.977,0.545,5.303,-0.670,1.091,4.480,1.392,2.099,-1.807,6.312,3.413,-6.099,4.475,3.322,-0.665,-4.471,1.843,-1.602,6.930,-0.897,1.648,-2.268,-0.080,-3.832,-1.335,0.146,-1.104,3.640,-4.336,-5.106,-2.417,6.257,-0.615,0.512,3.093,4.254,1.578
4.415,-0.698,-0.397,-0.945,1.078,1.095,-1.081,1.651,1.848,-2.220,1.263,-1.466,1.358,-1.932,1.455,0.493,-0.335,0.149,-2.199,0.028,-2.268,-0.618,-0.232,-1.147,-1.200,0.626,-1.368,-1.471,-0.739,0.742,-0.296,-3.959,1.085,1.185,0.451,1.289,1.783,0.715,-2.050
-1.089,2.661,0.372,-0.063,-1.963,-1.954,-0.156,-1.473,-2.009,2.717,2.583,-6.691,-0.644,2.077,0.422,-6.698,1.494,5.938,0.757,1.244,-4.424,2.699,1.326,3.447,2.267,0.771,0.372,-0.136,4.156,-3.022,-2.107,-1.737,0.799,-0.955,1.098,2.045,1.949,-2.015,-3.211
-1.627,1.957,-1.945,-3.417,-2.149,-1.086,-0.908,0.716,-1.305,-0.621,4.879,2.473,-2.544,-1.185,-1.376,1.138,3.992,9.826,0.764,1.705,0.102,5.341,0.510,7.072,-3.205,1.065,2.198,-3.415,2.325,3.182,1.033,0.824,1.471,-1.343,-0.551,0.797,0.306,-2.606,1.348
-0.052,-2.516,6.968,8.403,1.824,-0.102,0.273,0.714,5.969,7.329,0.244,-3.901,2.278,-1.858,1.688,-1.827,-4.728,2.192,5.824,-3.950,-2.424,6.759,4.935,-1.511,9.906,-0.955,-6.086,5.538,5.641,-4.551,-2.941,-0.978,-2.974,2.297,-4.496,-2.603,1.636,3.024,-5.510
1.480,2.016,-3.972,-2.462,2.285,-2.188,2.687,0.131,-1.859,-2.718,0.183,-3.496,2.357,-1.333,1.049,-3.433,2.158,1.080,-0.881,1.564,-2.735,-1.805,-3.157,-0.251,-0.244,1.866,2.854,-3.404,-1.784,-1.128,1.476,-3.604,2.255,0.260,1.622,0.854,2.346,0.015,-0.182
-3.467,3.007,4.175,0.850,-5.828,-7.273,-4.044,-4.439,6.169,1.848,1.852,3.607,-6.184,-1.664,-4.184,3.251,2.352,0.632,3.891,4.513,0.672,5.684,3.575,2.391,5.847,4.187,2.191,4.798,3.429,4.108,-0.021,-3.546,3.223,-4.108,2.346,2.696,-7.483,-4.782,4.839
2.515,-5.741,3.223,2.896,-0.317,0.727,0.419,0.897,-1.201,-0.327,3.430,-4.518,0.393,-0.024,-0.042,-3.538,-5.087,1.957,-1.820,-3.689,-1.474,1.872,2.593,1.962,3.518,-5.692,-4.237,0.477,3.679,-5.549,-1.353,-0.147,-4.793,2.081,-3.544,-3.932,1.571,1.520,-7.015
-0.512,-1.788,1.198,0.479,-0.843,-2.148,0.291,-3.480,2.687,1.302,0.623,6.436,-1.187,1.025,-3.673,4.297,-1.327,0.398,1.878,-2.979,6.480,3.812,1.036,4.614,2.255,-0.874,-1.010,2.885,1.879,2.770,-0.401,2.053,-0.545,-1.569,-1.069,-1.050,-0.587,-2.600,3.151
-4.492,-1.186,4.526,2.309,-3.772,-3.086,-5.808,-3.310,4.012,3.539,-2.176,1.948,-5.554,-0.673,-4.535,0.554,-0.678,-0.924,5.947,1.418,2.169,3.313,2.826,-2.497,6.605,0.684,-0.750,5.565,1.704,0.569,0.243,-2.449,0.475,-4.130,-0.009,-0.419,-4.487,-4.222,1.567
-5.357,0.331,6.100,5.124,-4.098,-6.467,-4.247,-5.151,2.751,4.950,-1.281,2.056,-5.002,-1.780,-5.383,2.049,-3.045,3.074,2.579,-0.850,1.043,4.357,6.461,1.314,2.733,-1.709,0.427,5.249,4.956,0.542,-3.115,-1.414,-0.214,-2.499,-0.495,-1.026,-4.036,-3.754,0.489
-1.288,-2.269,-4.170,-4.766,4.106,1.472,1.312,-0.322,-4.126,-3.095,-1.173,-5.028,1.163,1.287,1.283,-2.848,-2.564,-2.395,-3.695,-1.833,-3.661,-5.880,-4.636,-3.119,-3.834,-2.023,-1.326,-4.419,-4.452,-4.828,1.776,0.800,-1.534,-1.345,-1.152,-0.649,-0.927,1.607,-3.607
-0.251,1.058,1.346,4.293,-1.578,-1.405,0.807,-1.017,3.145,5.566,5.102,1.131,0.560,-0.960,-0.238,1.064,1.000,2.882,4.015,-1.179,1.132,7.152,4.403,4.998,5.126,1.269,-0.640,5.759,6.402,1.945,0.813,2.360,2.366,-1.029,-1.510,2.566,-1.856,-2.202,0.710
-0.807,3.178,0.513,0.187,-2.613,0.599,-0.918,-0.793,1.113,1.253,2.258,0.707,-1.660,-0.441,-0.785,1.137,2.423,2.618,1.932,2.945,1.076,0.603,-1.502,2.560,1.228,3.136,3.014,1.617,4.338,2.768,1.863,1.763,0.620,-0.349,1.556,0.750,-0.408,-1.022,2.462
-1.072,-6.200,-1.479,-3.115,-0.566,-3.291,-4.670,-2.978,0.694,-3.105,-2.083,1.601,0.090,-3.503,-1.748,-1.423,-6.008,0.343,-2.582,-6.116,0.514,-3.019,-3.127,-3.056,-3.100,-2.759,-5.024,-2.624,-3.286,-5.109,-4.816,-4.102,-4.411,-2.668,-5.334,-5.311,-0.257,-0.022,-3.529
0.418,1.111,-5.799,-5.664,1.645,5.771,6.763,1.023,-3.548,-8.117,-0.597,-4.926,-0.751,8.099,-0.935,-4.057,0.056,-0.856,-6.306,-2.780,-3.986,-4.650,-4.439,0.309,-5.638,-0.125,-0.260,-6.918,-6.016,-5.084,8.870,8.339,0.555,-0.244,-1.209,-0.743,-1.262,2.029,-1.860
-6.273,4.692,0.144,-0.559,-6.719,-2.242,-1.940,-6.111,-0.498,0.512,4.139,0.176,-7.118,3.044,-4.496,-0.484,1.514,4.377,0.453,4.017,-0.341,4.364,0.987,2.824,-0.637,-0.956,4.435,-2.186,0.673,2.422,4.205,5.286,2.845,-4.108,2.526,3.543,-5.371,-6.557,2.203
0.024,3.712,3.704,-0.524,1.707,0.028,2.912,1.551,-2.543,-0.867,-4.537,-2.173,2.072,-2.060,1.696,-2.661,1.997,-2.000,-0.354,3.828,-2.740,-0.859,-0.959,-1.611,0.372,0.138,2.129,-0.962,-3.516,0.175,1.477,1.744,2.571,1.528,4.510,-0.816,0.588,1.798,0.142
2.246,-1.475,2.652,4.691,-0.563,-0.809,-0.519,3.969,4.434,4.525,2.315,0.214,1.289,-4.717,3.172,0.763,-0.067,1.097,1.250,-0.559,0.564,2.485,5.404,-1.295,1.378,-2.136,-0.660,1.018,4.056,0.113,-3.451,-3.751,-0.704,2.342,0.846,-0.326,4.575,3.024,-0.484
-2.609,-4.341,-1.038,0.664,-0.342,1.969,2.812,-0.083,-0.186,-0.598,-2.231,0.227,2.119,3.005,1.202,-0.346,-3.383,-7.296,0.991,-2.454,1.068,-4.124,-0.912,-5.075,-1.150,-3.661,-2.594,2.441,-2.809,-2.025,3.666,4.015,-4.508,-0.990,-3.908,-1.008,-0.795,-0.061,-3.154
-4.660,0.367,-2.418,-2.952,-5.184,-4.273,-4.134,-3.670,-1.436,-2.260,2.416,1.726,-3.766,-0.717,-3.249,0.505,0.292,5.847,-2.136,1.701,3.424,0.924,-4.661,4.077,-3.740,0.952,0.966,-3.368,-0.023,1.605,-1.263,-1.065,1.691,-1.725,-0.655,-0.499,-2.899,-6.727,2.152
-1.720,-0.975,0.510,-1.704,-0.481,-2.806,0.805,0.083,2.339,1.123,6.741,-0.407,-3.915,-0.132,-2.798,-2.108,0.804,5.857,1.160,2.778,-2.814,5.074,1.991,2.632,1.754,-0.395,2.004,2.466,4.307,1.111,1.131,1.105,3.571,-0.478,-0.357,2.342,-3.761,-0.743,-1.527
-6.629,3.039,0.636,0.078,-5.523,-4.047,-5.024,-4.042,-1.492,-0.161,4.217,-0.722,-5.212,-0.381,-5.273,0.582,1.702,4.824,1.800,2.165,1.365,4.482,-1.725,3.819,1.537,4.436,4.802,1.381,2.127,1.627,1.375,-2.413,3.393,-5.399,2.333,4.928,-0.883,-5.527,4.795
0.778,-0.282,0.255,-0.744,-0.133,4.667,0.735,-1.090,0.928,1.053,1.797,1.328,-2.433,5.482,-0.532,-2.283,2.140,3.167,2.129,-1.586,-1.010,2.769,3.703,0.873,0.085,0.404,1.649,0.647,1.774,0.087,3.598,4.798,1.864,-1.663,2.777,3.233,-1.132,0.472,1.196
-3.578,-3.580,-1.261,-1.375,-0.197,-5.061,-3.692,-2.354,-1.182,-0.409,-0.269,-3.291,-2.782,-3.833,-0.580,-2.231,-3.022,-0.358,-1.307,-4.614,-1.557,0.689,-1.450,1.402,1.116,-4.282,-3.914,-0.793,-1.769,-5.298,-2.540,-4.093,-4.829,-2.898,-6.195,-1.729,-1.445,-3.316,-5.109
2.099,1.883,-5.742,-5.351,1.459,4.173,5.686,2.351,-6.272,-5.789,2.157,1.108,-0.320,4.974,4.059,1.758,4.105,3.496,-4.683,4.349,0.834,-2.331,-7.145,3.349,-5.130,4.065,5.911,-5.009,-3.198,5.657,4.880,4.044,2.423,1.640,4.464,3.205,1.287,2.136,2.744
2.829,1.989,1.404,-0.750,3.685,4.166,0.743,1.593,-0.353,-0.136,4.416,-0.847,3.055,1.724,4.339,-1.984,1.227,6.288,0.164,0.254,-3.115,4.329,-0.508,6.184,-1.653,1.726,-0.935,1.058,3.595,-0.796,-1.674,0.066,-0.179,3.013,0.618,0.984,2.694,1.029,-0.815
7.501,-3.984,-3.343,-3.009,9.030,9.303,8.576,6.810,-2.703,1.332,6.480,-2.872,9.073,2.651,7.707,-5.590,-4.676,3.560,0.369,-5.524,-2.287,3.158,-1.603,4.776,0.449,-1.500,-3.834,-0.371,2.006,-6.535,2.908,2.754,-2.339,8.158,-3.723,-3.873,7.541,8.013,-5.024
0.324,-3.407,-3.286,-1.307,3.386,1.866,3.003,0.362,1.328,0.725,-3.052,-5.550,2.018,2.752,1.157,-7.417,-3.755,-4.494,-2.164,-5.351,-6.143,-4.727,-1.280,-2.212,-1.716,-3.536,-1.262,-1.406,-1.917,-7.229,-1.813,0.701,-4.797,2.853,-6.099,-2.625,2.324,6.323,-8.634
-1.166,1.674,2.784,2.175,0.521,0.452,-0.749,0.530,1.297,1.909,3.762,1.548,2.149,-2.007,1.535,3.524,0.790,2.028,2.914,3.320,2.009,4.614,-1.196,4.755,0.692,-0.139,0.812,0.691,2.890,3.211,-2.721,-0.184,0.140,2.729,1.711,-0.414,1.622,1.477,1.897
-3.256,-5.726,-1.540,-0.361,-2.139,-2.251,-3.751,0.868,-0.608,-0.465,-2.225,-6.205,-1.179,-0.348,-1.070,-5.795,-4.913,-1.909,0.829,-4.720,-3.608,-1.117,-0.259,-0.671,-0.835,-1.930,-5.157,0.005,-1.886,-8.460,-1.936,-3.432,-4.508,-4.653,-4.831,-6.412,-2.628,-0.920,-7.314
-0.852,-3.030,-0.686,0.763,-2.888,-5.469,-7.932,-2.701,0.598,-0.436,1.634,0.309,-0.746,-7.973,-3.053,-0.275,-2.382,2.433,2.244,-1.576,-0.988,2.160,-0.211,2.791,0.962,-6.512,-2.455,0.248,1.871,-3.926,-1.414,-7.986,-2.704,-4.782,-3.515,-2.719,-4.987,-3.351,-1.959
-3.605,-0.765,5.801,1.345,-5.424,-1.477,0.274,-5.185,3.681,2.629,-3.481,-4.900,-5.038,3.845,-5.193,-1.650,2.944,-4.533,2.504,1.627,-3.070,0.137,6.491,-3.517,4.242,-0.183,-0.953,3.471,0.926,-2.342,5.199,5.697,-0.767,-4.345,-0.561,1.047,-5.727,-3.378,-1.746
