CUSTID,購入金額合計,クリーム,クレンジング,ネイル,ベースメイク,メイクアップ,化粧水,年代,入会後年数,顧客評価
100615,20010,0.000,0.000,0.000,0.332,0.272,0.396,"30代",12,"MrankB"
100616,28160,0.000,0.000,0.000,0.598,0.295,0.107,"20代",3,"MrankC"
100618,27590,0.000,0.000,0.000,0.746,0.254,0.000,"40代",6,"MrankA"
100619,5529,0.000,0.000,0.000,1.000,0.000,0.000,"40代",11,"MrankC"
100622,18121,0.000,0.000,0.138,0.549,0.000,0.314,"50代",11,"MrankC"
100623,13918,0.000,0.101,0.000,0.197,0.000,0.703,"50代",4,"MrankC"
100624,19316,0.000,0.000,0.000,0.489,0.000,0.511,"20代",4,"MrankC"
100626,42610,0.000,0.261,0.000,0.492,0.117,0.130,"50代",5,"MrankC"
100627,19775,0.000,0.000,0.238,0.582,0.180,0.000,"20代",4,"MrankC"
100629,32894,0.000,0.000,0.146,0.794,0.060,0.000,"40代",1,"MrankC"
100631,18076,0.000,0.000,0.191,0.714,0.095,0.000,"50代",5,"MrankC"
100632,28880,0.000,0.000,0.500,0.229,0.000,0.271,"20代",11,"MrankB"
100633,6915,0.000,0.000,0.000,0.179,0.576,0.246,"20代",4,"MrankB"
100637,48869,0.000,0.000,0.031,0.152,0.795,0.022,"30代",10,"MrankB"
100638,52348,0.055,0.133,0.024,0.055,0.000,0.733,"20代",5,"MrankB"
100639,22327,0.000,0.066,0.000,0.101,0.455,0.378,"20代",6,"MrankC"
100640,51411,0.045,0.289,0.375,0.122,0.146,0.023,"30代",4,"MrankA"
100642,37144,0.078,0.102,0.274,0.460,0.086,0.000,"40代",4,"MrankA"
100643,9855,0.000,0.607,0.393,0.000,0.000,0.000,"30代",11,"MrankB"
100644,37251,0.000,0.000,0.077,0.923,0.000,0.000,"50代",5,"MrankA"
100645,56851,0.000,0.854,0.122,0.000,0.024,0.000,"50代",7,"MrankB"
100648,85967,0.000,0.437,0.178,0.128,0.244,0.012,"40代",2,"MrankB"
100650,39160,0.000,0.000,0.222,0.578,0.201,0.000,"40代",1,"MrankC"
100653,19992,0.379,0.095,0.106,0.000,0.123,0.297,"40代",7,"MrankC"
100655,16843,0.000,0.000,0.000,1.000,0.000,0.000,"20代",12,"MrankC"
100656,12065,0.000,0.119,0.398,0.214,0.000,0.269,"50代",11,"MrankB"
100658,14278,0.000,0.000,0.000,0.541,0.000,0.459,"20代",12,"MrankC"
100664,20212,0.235,0.267,0.304,0.088,0.106,0.000,"50代",12,"MrankC"
100666,13733,0.000,0.137,0.322,0.087,0.000,0.454,"20代",1,"MrankC"
100667,49281,0.000,0.697,0.159,0.048,0.000,0.095,"30代",1,"MrankB"
100670,41623,0.000,0.395,0.000,0.605,0.000,0.000,"30代",5,"MrankB"
100672,43820,0.000,0.000,0.285,0.245,0.470,0.000,"30代",7,"MrankA"
100677,21181,0.050,0.000,0.000,0.466,0.394,0.090,"50代",6,"MrankB"
100682,32461,0.000,0.137,0.000,0.241,0.359,0.264,"50代",11,"MrankB"
100683,88643,0.055,0.000,0.357,0.382,0.148,0.059,"50代",5,"MrankA"
100685,28170,0.160,0.000,0.196,0.230,0.343,0.072,"30代",1,"MrankC"
100686,37100,0.000,0.454,0.000,0.000,0.546,0.000,"30代",11,"MrankB"
100692,28857,0.000,0.000,0.686,0.198,0.000,0.116,"30代",12,"MrankB"
100694,22650,0.000,0.071,0.000,0.929,0.000,0.000,"30代",6,"MrankC"
100695,33692,0.000,0.060,0.117,0.771,0.052,0.000,"20代",5,"MrankC"
100697,20188,0.129,0.000,0.000,0.813,0.057,0.000,"20代",6,"MrankC"
100698,23236,0.000,0.000,0.458,0.542,0.000,0.000,"50代",5,"MrankC"
100702,17091,0.190,0.000,0.000,0.000,0.810,0.000,"50代",4,"MrankC"
100703,17295,0.060,0.000,0.000,0.185,0.000,0.755,"30代",3,"MrankB"
100704,34778,0.000,0.000,0.138,0.621,0.207,0.035,"40代",2,"MrankC"
100705,21612,0.000,0.167,0.138,0.641,0.054,0.000,"50代",10,"MrankB"
100706,22410,0.000,0.000,0.000,0.373,0.393,0.234,"30代",8,"MrankC"
100708,11401,0.000,0.540,0.000,0.000,0.315,0.145,"30代",6,"MrankC"
100709,27272,0.000,0.366,0.000,0.340,0.294,0.000,"40代",4,"MrankC"
100711,7720,0.000,0.000,0.000,0.000,1.000,0.000,"40代",11,"MrankA"
100713,24380,0.228,0.061,0.151,0.000,0.559,0.000,"50代",12,"MrankB"
100715,36707,0.000,0.103,0.000,0.510,0.387,0.000,"50代",10,"MrankC"
100716,62245,0.000,0.000,0.366,0.545,0.089,0.000,"20代",1,"MrankB"
100719,59488,0.000,0.000,0.000,0.732,0.020,0.248,"20代",11,"MrankA"
100720,14460,0.073,0.098,0.000,0.628,0.202,0.000,"40代",5,"MrankC"
100722,71892,0.039,0.000,0.087,0.446,0.015,0.413,"30代",3,"MrankB"
100725,32795,0.039,0.000,0.438,0.369,0.153,0.000,"40代",2,"MrankB"
100727,10395,0.501,0.000,0.000,0.000,0.000,0.499,"50代",10,"MrankB"
100728,9100,0.000,0.000,0.000,0.453,0.000,0.547,"30代",9,"MrankC"
100730,5900,0.210,0.000,0.186,0.000,0.603,0.000,"20代",7,"MrankB"
100731,7479,0.000,0.000,0.280,0.720,0.000,0.000,"30代",11,"MrankC"
100732,18580,0.000,0.000,0.000,0.172,0.592,0.236,"50代",7,"MrankC"
100733,43539,0.099,0.059,0.076,0.155,0.260,0.351,"40代",12,"MrankA"
100734,22563,0.081,0.100,0.474,0.346,0.000,0.000,"40代",5,"MrankC"
100735,17376,0.000,0.608,0.000,0.141,0.251,0.000,"20代",4,"MrankB"
100736,22346,0.000,0.627,0.000,0.285,0.000,0.089,"30代",3,"MrankC"
100739,9219,0.198,0.000,0.000,0.262,0.540,0.000,"40代",1,"MrankA"
100740,143000,0.010,0.033,0.098,0.132,0.000,0.727,"50代",5,"MrankC"
100741,41348,0.000,0.087,0.175,0.000,0.469,0.269,"20代",11,"MrankA"
100742,24226,0.000,0.133,0.000,0.408,0.459,0.000,"40代",12,"MrankB"
100747,37670,0.000,0.170,0.000,0.185,0.645,0.000,"30代",3,"MrankB"
100750,27764,0.000,0.000,0.191,0.537,0.161,0.111,"20代",6,"MrankA"
100751,1200,0.000,0.000,0.000,0.000,1.000,0.000,"20代",10,"MrankC"
100752,20135,0.068,0.000,0.236,0.061,0.635,0.000,"40代",9,"MrankC"
100753,56190,0.052,0.025,0.609,0.314,0.000,0.000,"50代",12,"MrankC"
100754,25099,0.000,0.000,0.364,0.482,0.058,0.097,"40代",12,"MrankC"
100757,50262,0.000,0.000,0.000,0.116,0.789,0.094,"30代",12,"MrankB"
100758,8790,0.000,0.000,0.482,0.000,0.518,0.000,"40代",4,"MrankC"
100759,33090,0.065,0.091,0.000,0.036,0.762,0.047,"20代",9,"MrankC"
100761,15028,0.000,0.000,0.000,0.308,0.692,0.000,"40代",5,"MrankC"
100762,22180,0.000,0.000,0.000,1.000,0.000,0.000,"40代",4,"MrankA"
100766,69585,0.365,0.000,0.000,0.316,0.319,0.000,"20代",10,"MrankB"
100767,8273,0.484,0.169,0.000,0.348,0.000,0.000,"30代",11,"MrankC"
100768,44038,0.056,0.030,0.088,0.743,0.049,0.034,"50代",1,"MrankC"
100769,22994,0.000,0.295,0.000,0.000,0.705,0.000,"30代",2,"MrankB"
100774,115838,0.000,0.000,0.147,0.000,0.760,0.094,"50代",5,"MrankC"
100776,117423,0.000,0.000,0.000,0.990,0.010,0.000,"40代",10,"MrankA"
100779,13739,0.535,0.000,0.000,0.000,0.465,0.000,"50代",10,"MrankC"
100780,36827,0.000,0.108,0.051,0.726,0.070,0.045,"50代",9,"MrankB"
100782,52328,0.000,0.000,0.061,0.303,0.636,0.000,"20代",8,"MrankC"
100783,116472,0.000,0.661,0.045,0.216,0.054,0.024,"50代",10,"MrankA"
100784,66438,0.018,0.000,0.023,0.777,0.085,0.096,"40代",2,"MrankC"
100785,37025,0.000,0.367,0.036,0.051,0.517,0.029,"20代",11,"MrankB"
100788,11271,0.000,0.000,0.733,0.267,0.000,0.000,"20代",6,"MrankB"
100793,14542,0.258,0.000,0.000,0.337,0.225,0.180,"40代",5,"MrankB"
100798,15296,0.129,0.000,0.000,0.466,0.405,0.000,"30代",12,"MrankC"
100800,18496,0.000,0.000,0.657,0.276,0.068,0.000,"40代",5,"MrankB"
100802,15968,0.653,0.000,0.000,0.104,0.243,0.000,"40代",11,"MrankC"
100804,5600,0.000,0.000,0.289,0.000,0.711,0.000,"20代",7,"MrankB"
100806,31744,0.079,0.000,0.000,0.293,0.179,0.449,"50代",12,"MrankA"
100809,112900,0.000,0.000,1.000,0.000,0.000,0.000,"20代",9,"MrankB"
100811,59170,0.033,0.341,0.241,0.325,0.000,0.061,"30代",6,"MrankA"
100812,12549,0.000,0.000,0.000,0.683,0.000,0.317,"20代",2,"MrankC"
100813,29465,0.000,0.000,0.156,0.475,0.248,0.121,"40代",12,"MrankC"
100814,8910,0.000,0.000,0.236,0.643,0.000,0.121,"20代",12,"MrankB"
100816,15841,0.000,0.000,0.000,0.809,0.191,0.000,"40代",10,"MrankC"
100817,47266,0.000,0.000,0.395,0.423,0.182,0.000,"20代",8,"MrankC"
100819,16657,0.073,0.073,0.333,0.000,0.521,0.000,"50代",8,"MrankA"
100824,39192,0.000,0.448,0.207,0.035,0.199,0.112,"50代",8,"MrankA"
100825,30424,0.000,0.127,0.278,0.222,0.000,0.373,"30代",9,"MrankC"
100826,68942,0.054,0.168,0.297,0.411,0.000,0.070,"20代",1,"MrankC"
100829,25770,0.040,0.000,0.177,0.477,0.115,0.192,"30代",3,"MrankC"
100830,71200,0.000,0.958,0.000,0.042,0.000,0.000,"40代",12,"MrankC"
100831,36232,0.500,0.000,0.157,0.195,0.000,0.149,"30代",4,"MrankC"
100836,46378,0.000,0.022,0.139,0.437,0.402,0.000,"20代",11,"MrankA"
100839,3744,0.000,0.000,0.479,0.521,0.000,0.000,"30代",5,"MrankB"
100840,40054,0.036,0.000,0.161,0.385,0.312,0.107,"30代",3,"MrankB"
100841,26561,0.000,0.000,0.146,0.405,0.450,0.000,"50代",7,"MrankB"
100843,118740,0.000,0.081,0.000,0.000,0.010,0.909,"50代",4,"MrankC"
100845,38950,0.000,0.110,0.000,0.890,0.000,0.000,"50代",3,"MrankC"
100848,20932,0.000,0.000,0.790,0.210,0.000,0.000,"20代",2,"MrankA"
100849,85058,0.000,0.000,0.134,0.600,0.000,0.266,"50代",3,"MrankA"
100850,23274,0.282,0.000,0.000,0.191,0.297,0.230,"40代",12,"MrankA"
100852,4000,0.000,0.000,1.000,0.000,0.000,0.000,"40代",10,"MrankC"
100853,30259,0.112,0.000,0.413,0.162,0.080,0.234,"20代",7,"MrankC"
100856,37793,0.485,0.000,0.083,0.274,0.052,0.105,"50代",12,"MrankB"
100858,46452,0.000,0.000,0.125,0.593,0.221,0.062,"30代",10,"MrankA"
100859,86734,0.091,0.081,0.529,0.037,0.248,0.014,"20代",11,"MrankB"
100864,18011,0.890,0.000,0.000,0.000,0.110,0.000,"40代",3,"MrankB"
100865,15471,0.095,0.077,0.078,0.171,0.511,0.069,"30代",8,"MrankC"
100867,23710,0.169,0.209,0.000,0.000,0.623,0.000,"20代",12,"MrankB"
100869,18053,0.000,0.086,0.000,0.914,0.000,0.000,"50代",2,"MrankC"
100874,41041,0.000,0.000,0.000,0.000,1.000,0.000,"50代",4,"MrankB"
100876,36450,0.000,0.000,0.608,0.000,0.392,0.000,"20代",7,"MrankB"
100878,35278,0.000,0.411,0.091,0.034,0.354,0.111,"40代",8,"MrankA"
100881,43390,0.000,0.000,0.000,1.000,0.000,0.000,"30代",6,"MrankC"
100883,65556,0.474,0.254,0.000,0.000,0.045,0.227,"50代",6,"MrankB"
100886,9193,0.000,0.485,0.000,0.000,0.515,0.000,"20代",7,"MrankC"
100887,24326,0.095,0.430,0.000,0.428,0.000,0.047,"20代",1,"MrankA"
100888,120758,0.268,0.029,0.012,0.000,0.103,0.589,"40代",9,"MrankC"
100891,25138,0.297,0.127,0.262,0.314,0.000,0.000,"30代",5,"MrankC"
100892,116034,0.000,0.129,0.046,0.094,0.092,0.639,"40代",6,"MrankB"
100895,6093,0.000,0.000,1.000,0.000,0.000,0.000,"40代",11,"MrankB"
100897,13642,0.000,0.000,0.000,0.784,0.000,0.216,"20代",8,"MrankC"
100898,26698,0.298,0.000,0.000,0.554,0.000,0.147,"30代",10,"MrankC"
100904,54700,0.098,0.130,0.000,0.222,0.289,0.260,"20代",5,"MrankA"
100906,70480,0.080,0.014,0.359,0.155,0.169,0.224,"40代",5,"MrankC"
100908,83280,0.000,0.000,0.000,0.000,1.000,0.000,"30代",9,"MrankB"
100910,67816,0.000,0.000,0.125,0.068,0.807,0.000,"30代",4,"MrankC"
100914,25642,0.000,0.068,0.000,0.000,0.932,0.000,"40代",8,"MrankC"
100918,18326,0.000,0.000,0.443,0.557,0.000,0.000,"40代",2,"MrankC"
100919,18134,0.000,0.000,0.688,0.179,0.000,0.132,"30代",10,"MrankB"
100920,32008,0.000,0.000,0.888,0.000,0.000,0.112,"20代",12,"MrankC"
100921,50554,0.000,1.000,0.000,0.000,0.000,0.000,"30代",11,"MrankC"
100923,17762,0.000,0.000,0.000,0.000,1.000,0.000,"40代",12,"MrankB"
100925,17323,0.000,0.079,0.325,0.230,0.366,0.000,"30代",12,"MrankB"
100927,19838,0.062,0.134,0.163,0.052,0.589,0.000,"30代",10,"MrankC"
100928,2470,0.000,0.000,0.000,1.000,0.000,0.000,"20代",1,"MrankC"
100929,98064,0.000,0.296,0.217,0.367,0.000,0.120,"40代",8,"MrankB"
100930,5140,0.000,0.000,0.465,0.535,0.000,0.000,"30代",1,"MrankC"
100931,21938,0.000,0.000,0.108,0.549,0.343,0.000,"50代",2,"MrankC"
100933,38956,0.000,0.104,0.072,0.684,0.000,0.140,"40代",8,"MrankB"
100936,52821,0.000,0.000,0.032,0.944,0.024,0.000,"50代",12,"MrankB"
100937,6300,0.000,1.000,0.000,0.000,0.000,0.000,"40代",11,"MrankA"
100938,17180,0.135,0.000,0.182,0.249,0.319,0.115,"40代",8,"MrankB"
100939,40934,0.155,0.030,0.205,0.182,0.309,0.119,"20代",6,"MrankB"
100941,17713,0.000,0.000,0.887,0.000,0.000,0.113,"30代",1,"MrankC"
100944,65995,0.067,0.147,0.028,0.562,0.196,0.000,"30代",4,"MrankB"
100946,20126,0.000,0.000,0.000,1.000,0.000,0.000,"20代",9,"MrankC"
100947,12757,0.232,0.000,0.000,0.660,0.000,0.108,"30代",8,"MrankA"
100948,18932,0.099,0.000,0.134,0.767,0.000,0.000,"20代",11,"MrankB"
100949,46775,0.000,0.195,0.283,0.293,0.187,0.042,"20代",5,"MrankC"
100953,1200,0.000,0.000,0.000,0.000,1.000,0.000,"40代",1,"MrankB"
100956,9212,0.000,0.478,0.000,0.000,0.522,0.000,"50代",2,"MrankC"
100957,95888,0.655,0.106,0.107,0.133,0.000,0.000,"40代",12,"MrankC"
100959,49948,0.029,0.321,0.166,0.301,0.161,0.022,"20代",8,"MrankC"
100962,13798,0.000,0.000,0.308,0.692,0.000,0.000,"20代",7,"MrankC"
100963,20735,0.000,0.000,0.308,0.000,0.692,0.000,"20代",9,"MrankB"
100964,68177,0.137,0.028,0.000,0.068,0.000,0.767,"50代",6,"MrankB"
100965,30746,0.756,0.000,0.000,0.000,0.000,0.244,"20代",10,"MrankC"
100966,20537,0.000,0.211,0.000,0.057,0.453,0.280,"20代",4,"MrankA"
100968,32820,0.000,0.000,0.709,0.000,0.060,0.230,"20代",2,"MrankC"
100972,47110,0.350,0.093,0.000,0.440,0.038,0.078,"20代",9,"MrankC"
100973,48215,0.000,0.032,0.073,0.168,0.727,0.000,"50代",10,"MrankC"
100977,45239,0.066,0.000,0.334,0.000,0.438,0.162,"30代",5,"MrankB"
100978,59808,0.185,0.000,0.000,0.245,0.164,0.405,"20代",1,"MrankB"
100979,6716,0.000,0.000,0.000,1.000,0.000,0.000,"20代",7,"MrankA"
100981,24749,0.062,0.000,0.000,0.205,0.635,0.098,"30代",8,"MrankC"
100982,27561,0.345,0.000,0.065,0.000,0.526,0.065,"50代",1,"MrankC"
100985,63579,0.000,0.079,0.140,0.236,0.502,0.043,"40代",3,"MrankA"
100988,42550,0.136,0.000,0.121,0.673,0.070,0.000,"30代",4,"MrankB"
100989,15169,0.478,0.000,0.000,0.000,0.522,0.000,"40代",8,"MrankC"
100996,62635,0.000,0.000,0.160,0.549,0.000,0.291,"50代",9,"MrankA"
100998,7761,0.202,0.000,0.000,0.613,0.000,0.185,"20代",9,"MrankB"
101002,4945,0.242,0.000,0.364,0.000,0.394,0.000,"30代",2,"MrankC"
101004,49195,0.000,0.000,0.210,0.320,0.000,0.469,"30代",5,"MrankC"
101005,16197,0.000,0.218,0.487,0.229,0.066,0.000,"50代",12,"MrankA"
101008,53408,0.474,0.090,0.288,0.000,0.000,0.148,"30代",7,"MrankC"
101009,116447,0.000,0.000,0.663,0.253,0.039,0.045,"40代",10,"MrankC"
101013,22177,0.000,0.000,0.000,0.126,0.050,0.824,"40代",7,"MrankC"
101017,75800,0.000,0.277,0.256,0.036,0.288,0.144,"20代",12,"MrankC"
101022,5518,1.000,0.000,0.000,0.000,0.000,0.000,"30代",11,"MrankC"
101023,36017,0.000,0.000,0.041,0.464,0.495,0.000,"30代",2,"MrankB"
101025,22312,0.000,0.000,0.000,1.000,0.000,0.000,"30代",2,"MrankC"
101026,90833,0.000,0.106,0.074,0.665,0.042,0.113,"30代",7,"MrankB"
101027,34620,0.000,0.101,0.000,0.448,0.451,0.000,"20代",12,"MrankC"
101028,66007,0.000,0.557,0.000,0.073,0.144,0.227,"20代",6,"MrankC"
101029,33276,0.000,0.697,0.208,0.095,0.000,0.000,"20代",1,"MrankC"
101030,11121,0.000,0.108,0.255,0.250,0.000,0.387,"40代",3,"MrankC"
101032,48381,0.000,0.000,0.444,0.031,0.285,0.240,"30代",3,"MrankC"
101033,37757,0.000,0.205,0.403,0.275,0.000,0.118,"20代",9,"MrankC"
101036,43018,0.057,0.000,0.396,0.440,0.108,0.000,"40代",8,"MrankB"
101037,31918,0.000,0.105,0.185,0.130,0.375,0.205,"20代",3,"MrankC"
101042,45613,0.000,0.070,0.290,0.297,0.064,0.279,"40代",6,"MrankC"
101043,27856,0.000,0.217,0.000,0.451,0.000,0.332,"30代",5,"MrankC"
101046,13805,0.000,0.296,0.000,0.370,0.139,0.196,"50代",3,"MrankC"
101050,25200,0.097,0.079,0.047,0.778,0.000,0.000,"50代",5,"MrankB"
101051,29681,0.117,0.000,0.000,0.390,0.000,0.493,"50代",1,"MrankC"
101055,64118,0.000,0.000,0.000,0.652,0.142,0.206,"30代",10,"MrankB"
101056,14308,0.000,0.000,0.478,0.000,0.000,0.522,"30代",5,"MrankC"
101060,19635,0.000,0.076,0.252,0.244,0.316,0.112,"30代",3,"MrankA"
101062,13214,0.088,0.174,0.000,0.738,0.000,0.000,"30代",4,"MrankB"
101065,100443,0.000,1.000,0.000,0.000,0.000,0.000,"50代",8,"MrankB"
101068,6984,0.000,0.000,0.145,0.160,0.694,0.000,"30代",2,"MrankB"
101069,34370,0.000,0.000,0.000,0.938,0.062,0.000,"30代",2,"MrankB"
101070,32008,0.000,0.000,0.053,0.421,0.000,0.526,"40代",8,"MrankA"
101073,38233,0.173,0.386,0.000,0.047,0.162,0.232,"30代",9,"MrankB"
101074,37859,0.000,0.396,0.000,0.000,0.604,0.000,"30代",7,"MrankC"
101076,18446,0.000,0.000,0.392,0.130,0.275,0.203,"40代",7,"MrankA"
101077,42387,0.000,0.000,0.882,0.118,0.000,0.000,"40代",3,"MrankC"
101078,8840,0.397,0.000,0.000,0.000,0.603,0.000,"30代",5,"MrankC"
101081,31471,0.000,0.036,0.235,0.320,0.198,0.211,"30代",9,"MrankC"
101083,12500,0.000,0.000,0.000,0.088,0.912,0.000,"20代",1,"MrankC"
101084,17600,0.000,0.795,0.000,0.205,0.000,0.000,"50代",8,"MrankB"
101085,31082,0.000,0.000,0.000,0.000,1.000,0.000,"50代",3,"MrankC"
101086,26136,0.000,0.000,0.000,0.000,0.000,1.000,"40代",10,"MrankC"
101087,44950,0.050,0.335,0.246,0.073,0.048,0.249,"20代",1,"MrankA"
101090,27132,0.000,0.000,0.223,0.579,0.078,0.121,"30代",4,"MrankC"
101094,65624,0.068,0.067,0.000,0.034,0.656,0.175,"30代",6,"MrankC"
101095,15599,0.000,0.000,0.286,0.000,0.714,0.000,"20代",9,"MrankB"
101098,48060,0.408,0.000,0.000,0.551,0.041,0.000,"50代",10,"MrankA"
101099,33947,0.270,0.000,0.049,0.000,0.152,0.530,"20代",8,"MrankC"
101100,28375,0.000,0.453,0.000,0.000,0.000,0.547,"20代",4,"MrankA"
101103,63080,0.000,0.000,0.091,0.221,0.688,0.000,"50代",2,"MrankC"
101104,82943,0.477,0.165,0.117,0.133,0.000,0.108,"20代",2,"MrankC"
101105,41322,0.064,0.000,0.229,0.436,0.247,0.024,"50代",5,"MrankB"
101108,39588,0.000,0.000,0.589,0.063,0.292,0.056,"50代",11,"MrankC"
101109,1620,0.000,0.000,1.000,0.000,0.000,0.000,"20代",7,"MrankB"
101110,159811,0.000,0.018,0.453,0.272,0.000,0.257,"50代",8,"MrankB"
101111,22562,0.573,0.239,0.188,0.000,0.000,0.000,"30代",7,"MrankC"
101116,11820,0.000,0.709,0.000,0.200,0.000,0.091,"30代",11,"MrankB"
101117,9982,0.000,0.000,0.000,0.102,0.110,0.787,"20代",6,"MrankB"
101120,13066,0.000,0.412,0.000,0.298,0.289,0.000,"30代",8,"MrankC"
101121,10444,0.000,0.000,0.000,0.450,0.000,0.550,"20代",11,"MrankB"
101122,21757,0.219,0.261,0.131,0.058,0.000,0.332,"50代",10,"MrankB"
101128,6300,0.000,1.000,0.000,0.000,0.000,0.000,"50代",1,"MrankA"
101129,51216,0.406,0.029,0.164,0.034,0.258,0.109,"20代",7,"MrankC"
101130,14085,0.000,0.000,0.253,0.225,0.000,0.522,"40代",2,"MrankC"
101133,27505,0.000,0.000,0.332,0.619,0.050,0.000,"20代",5,"MrankB"
101135,74875,0.052,0.033,0.000,0.000,0.227,0.688,"20代",5,"MrankA"
101136,80844,0.000,0.021,0.265,0.491,0.222,0.000,"40代",9,"MrankC"
101137,19104,0.000,0.000,0.000,0.403,0.597,0.000,"20代",12,"MrankB"
101139,57287,0.000,0.000,0.000,0.202,0.636,0.161,"30代",5,"MrankB"
101140,15480,0.000,0.000,0.000,0.000,0.000,1.000,"40代",4,"MrankC"
101141,21076,0.000,0.000,0.175,0.547,0.179,0.100,"40代",2,"MrankB"
101145,13914,0.129,0.000,0.000,0.000,0.515,0.356,"30代",3,"MrankB"
101146,51382,0.458,0.000,0.522,0.000,0.020,0.000,"30代",12,"MrankB"
101147,27196,0.000,0.571,0.000,0.000,0.000,0.429,"50代",11,"MrankC"
101148,27558,0.000,0.000,0.000,0.307,0.566,0.127,"40代",5,"MrankB"
101152,14400,0.000,0.000,0.556,0.444,0.000,0.000,"50代",2,"MrankC"
101153,8050,0.000,0.000,0.000,0.000,0.000,1.000,"20代",2,"MrankB"
101154,42067,0.000,0.000,0.314,0.630,0.056,0.000,"20代",2,"MrankC"
101155,18295,0.207,0.074,0.000,0.350,0.000,0.369,"40代",5,"MrankC"
101157,53550,0.098,0.000,0.605,0.118,0.028,0.150,"50代",6,"MrankB"
101160,41785,0.149,0.172,0.500,0.149,0.000,0.031,"40代",5,"MrankB"
101163,73434,0.000,0.170,0.610,0.130,0.000,0.090,"50代",8,"MrankB"
101164,11686,0.000,0.409,0.000,0.290,0.000,0.301,"40代",11,"MrankB"
101165,1980,0.000,0.000,0.000,0.000,1.000,0.000,"30代",6,"MrankB"
101166,9548,0.000,0.000,0.000,0.702,0.000,0.298,"20代",5,"MrankC"
101167,147301,0.123,0.000,0.325,0.072,0.480,0.000,"20代",8,"MrankC"
101168,18256,0.000,0.000,0.533,0.000,0.467,0.000,"50代",2,"MrankC"
101169,62326,0.095,0.311,0.071,0.039,0.236,0.248,"40代",7,"MrankC"
101171,44382,0.000,0.027,0.234,0.451,0.175,0.113,"20代",5,"MrankC"
101174,39050,0.000,0.243,0.000,0.213,0.544,0.000,"30代",11,"MrankB"
101175,79722,0.000,0.483,0.000,0.148,0.369,0.000,"30代",8,"MrankC"
101176,36478,0.000,0.000,0.000,0.386,0.387,0.228,"40代",4,"MrankB"
101177,33456,0.411,0.149,0.264,0.088,0.089,0.000,"50代",9,"MrankB"
101178,29024,0.570,0.043,0.000,0.263,0.000,0.123,"40代",12,"MrankB"
101179,81581,0.020,0.000,0.000,0.797,0.104,0.079,"20代",11,"MrankA"
101180,45245,0.000,0.753,0.040,0.119,0.088,0.000,"40代",10,"MrankB"
101183,55199,0.000,0.226,0.386,0.354,0.034,0.000,"40代",11,"MrankA"
101185,24300,0.000,0.000,0.678,0.322,0.000,0.000,"40代",11,"MrankB"
101187,16048,0.000,0.000,0.105,0.568,0.122,0.206,"40代",6,"MrankB"
101188,11640,0.000,0.000,1.000,0.000,0.000,0.000,"40代",8,"MrankC"
101192,35370,0.000,0.070,0.000,0.000,0.930,0.000,"30代",7,"MrankC"
101194,65914,0.022,0.097,0.061,0.797,0.024,0.000,"20代",11,"MrankB"
101195,59908,0.000,0.000,0.000,0.000,1.000,0.000,"20代",1,"MrankC"
101196,12824,0.000,0.000,0.840,0.160,0.000,0.000,"20代",4,"MrankC"
101197,6903,0.000,0.000,0.423,0.319,0.258,0.000,"50代",3,"MrankB"
101199,12200,0.000,0.000,0.000,0.000,1.000,0.000,"50代",8,"MrankB"
101200,14717,0.000,0.000,0.899,0.101,0.000,0.000,"30代",9,"MrankC"
101202,17360,0.000,0.000,0.000,0.212,0.788,0.000,"50代",2,"MrankB"
101204,11480,0.000,0.000,0.000,0.000,1.000,0.000,"50代",7,"MrankC"
101206,37375,0.000,0.074,0.399,0.368,0.111,0.049,"50代",11,"MrankC"
101208,4560,0.000,0.000,0.000,1.000,0.000,0.000,"20代",10,"MrankB"
101209,18282,0.000,0.261,0.000,0.183,0.556,0.000,"40代",7,"MrankC"
101210,23964,0.057,0.534,0.000,0.409,0.000,0.000,"20代",7,"MrankC"
101211,45894,0.022,0.358,0.245,0.206,0.000,0.170,"50代",10,"MrankC"
101212,35302,0.041,0.000,0.090,0.239,0.156,0.474,"50代",4,"MrankA"
101213,55458,0.166,0.000,0.000,0.774,0.061,0.000,"30代",12,"MrankC"
101214,64179,0.000,0.084,0.000,0.104,0.565,0.247,"20代",5,"MrankC"
101215,44192,0.000,0.000,0.136,0.632,0.000,0.232,"40代",5,"MrankC"
101216,62865,0.050,0.018,0.032,0.382,0.344,0.173,"40代",7,"MrankC"
101218,19800,0.000,0.000,0.000,0.000,0.000,1.000,"40代",5,"MrankC"
101219,13270,0.000,0.000,0.000,0.158,0.842,0.000,"30代",4,"MrankB"
101220,70959,0.000,0.786,0.061,0.153,0.000,0.000,"20代",4,"MrankC"
101221,7520,0.000,0.000,0.000,0.000,1.000,0.000,"30代",4,"MrankA"
101222,21340,0.000,0.000,0.504,0.245,0.251,0.000,"30代",4,"MrankA"
101224,46342,0.046,0.000,0.371,0.215,0.325,0.043,"50代",5,"MrankA"
101225,26571,0.000,0.186,0.068,0.177,0.456,0.114,"50代",2,"MrankA"
101229,31772,0.000,0.072,0.035,0.816,0.076,0.000,"50代",6,"MrankB"
101230,38155,0.038,0.000,0.819,0.107,0.000,0.036,"50代",7,"MrankA"
101232,9292,0.000,0.000,0.000,1.000,0.000,0.000,"30代",5,"MrankB"
101237,17365,0.000,0.000,0.000,0.852,0.000,0.148,"50代",1,"MrankC"
