取引日,取引時刻,店舗ID,レジID,取引番号,行番号,商品コード,商品名,カテゴリ,数量,本体単価(税抜),割引額,税率,税額,小計(税抜),小計(税込)
2025-12-22,00:50:14,"TOKYO001","R06","T003654",2,"SKU01571","ティッシュ","日用品",1,437,0,0.100,44,437,481
2025-12-22,00:50:48,"TOKYO001","R02","T001748",1,"SKU02906","ミネラルウォーター 200ml","飲料",1,136,27,0.080,9,109,118
2025-12-22,00:51:31,"TOKYO001","R08","T001753",1,"SKU01259","烏龍茶 200ml","飲料",1,147,0,0.080,12,147,159
2025-12-22,00:51:31,"TOKYO001","R08","T001753",2,"SKU02461","ラテ 2個入り","コーヒー",1,155,0,0.080,12,155,167
2025-12-22,00:51:31,"TOKYO001","R08","T001753",3,"SKU01623","抹茶アイス 2個入り","アイスクリーム",1,233,0,0.080,19,233,252
2025-12-22,00:51:34,"TOKYO001","R01","T001532",1,"SKU01475","焼きそば","弁当・惣菜",1,648,0,0.080,52,648,700
2025-12-22,00:51:34,"TOKYO001","R01","T001532",2,"SKU00169","レモンティー ハーフ","飲料",1,128,0,0.080,10,128,138
2025-12-22,00:51:34,"TOKYO001","R01","T001532",3,"SKU00066","チョコアイス 500ml","アイスクリーム",1,240,0,0.080,19,240,259
2025-12-22,00:52:18,"TOKYO001","R02","T003708",1,"SKU01078","月刊誌 (大)","雑誌・書籍",1,310,0,0.100,31,310,341
2025-12-22,00:52:37,"TOKYO001","R02","T002904",1,"SKU02970","ゼリー (小)","デザート",1,185,0,0.080,15,185,200
2025-12-22,00:52:37,"TOKYO001","R02","T002904",2,"SKU00530","フライドポテト 2個入り","ホットスナック",1,273,0,0.080,22,273,295
2025-12-22,00:52:45,"TOKYO001","R04","T004708",1,"SKU02198","アメリカンドッグ","ホットスナック",1,172,0,0.080,14,172,186
2025-12-22,00:53:07,"TOKYO001","R03","T003913",1,"SKU01992","烏龍茶 2個入り","飲料",1,137,0,0.080,11,137,148
2025-12-22,00:53:07,"TOKYO001","R03","T003913",2,"SKU02882","コロッケ 1個","ホットスナック",1,195,0,0.080,16,195,211
2025-12-22,00:53:09,"TOKYO001","R05","T001078",1,"SKU00055","ティッシュ (小)","日用品",1,189,0,0.100,19,189,208
2025-12-22,00:53:09,"TOKYO001","R05","T001078",2,"SKU00822","緑茶","飲料",1,98,0,0.080,8,98,106
2025-12-22,00:53:09,"TOKYO001","R05","T001078",3,"SKU02677","鮭おにぎり 1000ml","おにぎり",1,150,8,0.080,11,142,153
2025-12-22,00:53:22,"TOKYO001","R06","T002005",1,"SKU00170","ティッシュ 2個入り","日用品",1,728,0,0.100,73,728,801
2025-12-22,00:53:22,"TOKYO001","R06","T002005",2,"SKU02846","昆布おにぎり 1000ml","おにぎり",1,192,0,0.080,15,192,207
2025-12-22,00:53:22,"TOKYO001","R06","T002005",3,"SKU02167","乾電池 2個入り","日用品",1,421,0,0.100,42,421,463
2025-12-22,00:53:47,"TOKYO001","R01","T004557",1,"SKU02576","歯磨き粉 2個入り","日用品",1,554,111,0.100,44,443,487
2025-12-22,00:53:47,"TOKYO001","R01","T004557",2,"SKU02569","缶ビール 1個","酒類",1,351,0,0.100,35,351,386
2025-12-22,00:54:04,"TOKYO001","R04","T004508",1,"SKU02335","炭酸水 500ml","飲料",1,140,0,0.080,11,140,151
2025-12-22,00:54:08,"TOKYO001","R06","T002834",1,"SKU01694","コーラ 1000ml","飲料",1,90,0,0.080,7,90,97
2025-12-22,00:54:08,"TOKYO001","R06","T002834",2,"SKU01026","あんパン (大)","ベーカリー",2,189,0,0.080,30,378,408
2025-12-22,00:54:08,"TOKYO001","R06","T002834",3,"SKU00765","コーヒー飲料 200ml","飲料",1,141,0,0.080,11,141,152
2025-12-22,00:54:30,"TOKYO001","R02","T003202",1,"SKU02473","カップラーメン 味噌","即席麺",1,290,0,0.080,23,290,313
2025-12-22,00:54:30,"TOKYO001","R02","T003202",2,"SKU01082","スポーツドリンク (大)","飲料",1,91,0,0.080,7,91,98
2025-12-22,00:54:30,"TOKYO001","R02","T003202",3,"SKU00048","ゼリー 1000ml","デザート",3,159,0,0.080,38,477,515
2025-12-22,00:54:30,"TOKYO001","R02","T003202",4,"SKU00651","緑茶 1個","飲料",1,123,0,0.080,10,123,133
2025-12-22,00:55:20,"TOKYO001","R04","T002544",1,"SKU02999","唐揚げ弁当 1000ml","弁当・惣菜",1,486,0,0.080,39,486,525
2025-12-22,00:55:20,"TOKYO001","R04","T002544",2,"SKU01173","スポンジ 1000ml","日用品",1,433,0,0.100,43,433,476
2025-12-22,00:55:50,"TOKYO001","R03","T004307",1,"SKU00413","ポテトサラダ 200ml","サラダ",2,306,61,0.080,44,551,595
2025-12-22,00:55:50,"TOKYO001","R03","T004307",2,"SKU02795","メロンパン","ベーカリー",1,248,25,0.080,18,223,241
2025-12-22,00:56:46,"TOKYO001","R04","T001529",1,"SKU00570","高菜おにぎり 1個","おにぎり",1,124,0,0.080,10,124,134
2025-12-22,00:56:46,"TOKYO001","R04","T001529",2,"SKU00334","烏龍茶 1000ml","飲料",2,131,52,0.080,17,210,227
2025-12-22,00:56:46,"TOKYO001","R04","T001529",3,"SKU01053","ポテトサラダ (小)","サラダ",1,377,0,0.080,30,377,407
2025-12-22,00:56:46,"TOKYO001","R04","T001529",4,"SKU02127","歯磨き粉 1個","日用品",2,217,0,0.100,43,434,477
2025-12-22,00:56:53,"TOKYO001","R01","T004462",1,"SKU01297","クラッカー 1000ml","スナック菓子",2,237,0,0.080,38,474,512
2025-12-22,00:56:53,"TOKYO001","R01","T004462",2,"SKU00491","カレーパン (小)","ベーカリー",1,166,0,0.080,13,166,179
2025-12-22,00:56:53,"TOKYO001","R01","T004462",3,"SKU02450","サンドイッチ 200ml","弁当・惣菜",1,756,0,0.080,60,756,816
2025-12-22,00:57:26,"TOKYO001","R03","T002716",1,"SKU01879","唐揚げ弁当 (大)","弁当・惣菜",1,754,0,0.080,60,754,814
2025-12-22,00:57:26,"TOKYO001","R03","T002716",2,"SKU00771","炭酸水 1個","飲料",1,160,0,0.080,13,160,173
2025-12-22,00:57:26,"TOKYO001","R03","T002716",3,"SKU02014","コーラ ハーフ","飲料",1,163,0,0.080,13,163,176
2025-12-22,00:57:26,"TOKYO001","R03","T002716",4,"SKU00918","コーンサラダ (大)","サラダ",3,368,0,0.080,88,1104,1192
2025-12-22,00:58:03,"TOKYO001","R02","T001136",1,"SKU02928","ラテ (大)","コーヒー",1,155,0,0.080,12,155,167
2025-12-22,00:58:03,"TOKYO001","R02","T001136",2,"SKU02940","緑茶 ハーフ","飲料",1,149,0,0.080,12,149,161
2025-12-22,00:58:03,"TOKYO001","R02","T001136",3,"SKU02918","フライドポテト 2個入り","ホットスナック",1,242,0,0.080,19,242,261
2025-12-22,00:58:21,"TOKYO001","R01","T001948",1,"SKU00533","カフェオレ (大)","コーヒー",1,162,0,0.080,13,162,175
2025-12-22,00:59:08,"TOKYO001","R08","T000206",1,"SKU02662","コロッケ 200ml","ホットスナック",1,209,0,0.080,17,209,226
2025-12-22,00:59:08,"TOKYO001","R08","T000206",2,"SKU01387","缶ビール 1個","酒類",1,703,0,0.100,70,703,773
2025-12-22,00:59:08,"TOKYO001","R08","T000206",3,"SKU01717","ほうじ茶 ハーフ","飲料",1,151,0,0.080,12,151,163
2025-12-22,00:59:15,"TOKYO001","R05","T000757",1,"SKU02850","明太子おにぎり 2個入り","おにぎり",1,128,0,0.080,10,128,138
2025-12-22,00:59:15,"TOKYO001","R05","T000757",2,"SKU02121","日本酒 小瓶 1000ml","酒類",1,282,14,0.100,27,268,295
2025-12-22,00:59:15,"TOKYO001","R05","T000757",3,"SKU02501","チューハイ レモン (小)","酒類",1,854,0,0.100,85,854,939
2025-12-22,00:59:59,"TOKYO001","R02","T001768",1,"SKU01629","スポーツドリンク 500ml","飲料",1,144,0,0.080,12,144,156
2025-12-22,00:59:59,"TOKYO001","R02","T001768",2,"SKU00320","チョコスナック 500ml","スナック菓子",1,167,0,0.080,13,167,180
2025-12-22,01:00:35,"TOKYO001","R08","T000051",1,"SKU01397","あんパン (小)","ベーカリー",1,142,0,0.080,11,142,153
2025-12-22,01:00:51,"TOKYO001","R08","T001098",1,"SKU02758","カップ焼きそば 1個","即席麺",1,151,0,0.080,12,151,163
2025-12-22,01:00:51,"TOKYO001","R08","T001098",2,"SKU02885","レモンティー 200ml","飲料",1,161,0,0.080,13,161,174
2025-12-22,01:00:51,"TOKYO001","R08","T001098",3,"SKU02363","生姜焼き弁当 ハーフ","弁当・惣菜",1,595,0,0.080,48,595,643
2025-12-22,01:01:00,"TOKYO001","R03","T003177",1,"SKU00592","キッチンペーパー 2個入り","日用品",1,798,0,0.100,80,798,878
2025-12-22,01:02:01,"TOKYO001","R06","T002035",1,"SKU02739","チキンサラダ 200ml","サラダ",1,410,0,0.080,33,410,443
2025-12-22,01:02:01,"TOKYO001","R06","T002035",2,"SKU00879","コーラ 2個入り","飲料",1,102,0,0.080,8,102,110
2025-12-22,01:02:27,"TOKYO001","R07","T001292",1,"SKU02045","フライドポテト 1個","ホットスナック",1,197,0,0.080,16,197,213
2025-12-22,01:02:27,"TOKYO001","R07","T001292",2,"SKU00070","ホットコーヒー 1個","コーヒー",1,128,0,0.080,10,128,138
2025-12-22,01:02:27,"TOKYO001","R07","T001292",3,"SKU02434","焼きそば ハーフ","弁当・惣菜",1,463,0,0.080,37,463,500
2025-12-22,01:02:27,"TOKYO001","R07","T001292",4,"SKU01538","コミック 200ml","雑誌・書籍",1,996,0,0.100,100,996,1096
2025-12-22,01:02:31,"TOKYO001","R05","T001131",1,"SKU01966","乾電池 2個入り","日用品",2,168,0,0.100,34,336,370
2025-12-22,01:02:31,"TOKYO001","R05","T001131",2,"SKU02699","ワイン ハーフ (大)","酒類",3,1325,0,0.100,398,3975,4373
2025-12-22,01:02:37,"TOKYO001","R04","T001573",1,"SKU00061","ツナマヨおにぎり (大)","おにぎり",1,140,0,0.080,11,140,151
2025-12-22,01:02:37,"TOKYO001","R04","T001573",2,"SKU02538","コーラ 500ml","飲料",1,148,0,0.080,12,148,160
2025-12-22,01:03:05,"TOKYO001","R05","T003245",1,"SKU00116","コロッケ ハーフ","ホットスナック",1,157,0,0.080,13,157,170
2025-12-22,01:03:05,"TOKYO001","R05","T003245",2,"SKU00722","クラッカー ハーフ","スナック菓子",1,284,0,0.080,23,284,307
2025-12-22,01:03:23,"TOKYO001","R03","T004965",1,"SKU02394","オレンジジュース 200ml","飲料",1,104,0,0.080,8,104,112
2025-12-22,01:03:23,"TOKYO001","R03","T004965",2,"SKU01750","レモンティー 2個入り","飲料",1,176,0,0.080,14,176,190
2025-12-22,01:03:23,"TOKYO001","R03","T004965",3,"SKU00437","烏龍茶 (小)","飲料",1,157,0,0.080,13,157,170
2025-12-22,01:03:23,"TOKYO001","R03","T004965",4,"SKU00261","歯磨き粉 ハーフ","日用品",1,152,0,0.100,15,152,167
2025-12-22,01:03:41,"TOKYO001","R07","T003722",1,"SKU01584","プリン (大)","デザート",1,359,0,0.080,29,359,388
2025-12-22,01:03:41,"TOKYO001","R07","T003722",2,"SKU00962","スポンジ 200ml","日用品",1,507,0,0.100,51,507,558
2025-12-22,01:03:41,"TOKYO001","R07","T003722",3,"SKU02350","コーヒー飲料 500ml","飲料",1,158,32,0.080,10,126,136
2025-12-22,01:03:59,"TOKYO001","R02","T000245",1,"SKU02336","鮭おにぎり (大)","おにぎり",1,139,0,0.080,11,139,150
2025-12-22,01:03:59,"TOKYO001","R02","T000245",2,"SKU01647","烏龍茶 ハーフ","飲料",1,105,0,0.080,8,105,113
2025-12-22,01:03:59,"TOKYO001","R02","T000245",3,"SKU00760","ワイン ハーフ","酒類",1,518,0,0.100,52,518,570
2025-12-22,01:04:25,"TOKYO001","R04","T003447",1,"SKU02902","ライト 2個入り","たばこ",1,585,0,0.100,58,585,643
2025-12-22,01:04:40,"TOKYO001","R07","T003744",1,"SKU01172","カフェオレ ハーフ","コーヒー",1,154,0,0.080,12,154,166
2025-12-22,01:04:40,"TOKYO001","R07","T003744",2,"SKU02851","週刊誌 2個入り","雑誌・書籍",3,1011,0,0.100,303,3033,3336
2025-12-22,01:04:51,"TOKYO001","R05","T000771",1,"SKU01247","スポーツドリンク 1個","飲料",1,160,0,0.080,13,160,173
2025-12-22,01:04:51,"TOKYO001","R05","T000771",2,"SKU01193","明太子おにぎり 1個","おにぎり",1,113,0,0.080,9,113,122
2025-12-22,01:04:51,"TOKYO001","R05","T000771",3,"SKU01958","あんパン ハーフ","ベーカリー",1,182,0,0.080,15,182,197
2025-12-22,01:04:51,"TOKYO001","R05","T000771",4,"SKU02022","バニラアイス (小)","アイスクリーム",1,251,0,0.080,20,251,271
2025-12-22,01:05:03,"TOKYO001","R02","T001275",1,"SKU00693","ロールケーキ 2個入り","デザート",1,146,0,0.080,12,146,158
2025-12-22,01:05:03,"TOKYO001","R02","T001275",2,"SKU00240","せんべい 2個入り","スナック菓子",1,155,0,0.080,12,155,167
2025-12-22,01:05:06,"TOKYO001","R08","T001132",1,"SKU00689","ライト 500ml","たばこ",1,607,0,0.100,61,607,668
2025-12-22,01:05:06,"TOKYO001","R08","T001132",2,"SKU02053","ポテトチップス しお 500ml","スナック菓子",2,285,86,0.080,39,484,523
2025-12-22,01:05:44,"TOKYO001","R06","T002677",1,"SKU00641","ほうじ茶 1000ml","飲料",1,142,0,0.080,11,142,153
2025-12-22,01:05:44,"TOKYO001","R06","T002677",2,"SKU01570","あんパン 2個入り","ベーカリー",1,215,0,0.080,17,215,232
2025-12-22,01:05:51,"TOKYO001","R06","T002390",1,"SKU00547","ミネラルウォーター 200ml","飲料",2,160,0,0.080,26,320,346
2025-12-22,01:05:51,"TOKYO001","R06","T002390",2,"SKU00278","乾電池 (小)","日用品",1,429,0,0.100,43,429,472
2025-12-22,01:05:51,"TOKYO001","R06","T002390",3,"SKU00603","せんべい 2個入り","スナック菓子",1,205,0,0.080,16,205,221
2025-12-22,01:06:46,"TOKYO001","R07","T002403",1,"SKU02207","生姜焼き弁当","弁当・惣菜",1,378,0,0.080,30,378,408
2025-12-22,01:06:50,"TOKYO001","R04","T003641",1,"SKU00944","缶ビール 1000ml","酒類",1,472,71,0.100,40,401,441
2025-12-22,01:06:50,"TOKYO001","R04","T003641",2,"SKU02973","ワイン ハーフ 200ml","酒類",3,1471,883,0.100,353,3530,3883
2025-12-22,01:06:50,"TOKYO001","R04","T003641",3,"SKU01514","烏龍茶 (大)","飲料",1,91,0,0.080,7,91,98
2025-12-22,01:07:16,"TOKYO001","R04","T003822",1,"SKU00387","パスタサラダ ハーフ","弁当・惣菜",1,443,0,0.080,35,443,478
2025-12-22,01:07:40,"TOKYO001","R08","T004929",1,"SKU02004","ナッツミックス 1000ml","スナック菓子",1,232,0,0.080,19,232,251
2025-12-22,01:07:40,"TOKYO001","R08","T004929",2,"SKU02151","幕の内弁当 ハーフ","弁当・惣菜",1,429,0,0.080,34,429,463
2025-12-22,01:07:40,"TOKYO001","R08","T004929",3,"SKU01292","緑茶 500ml","飲料",1,100,0,0.080,8,100,108
2025-12-22,01:07:40,"TOKYO001","R08","T004929",4,"SKU01910","レモンティー (大)","飲料",1,156,0,0.080,12,156,168
2025-12-22,01:08:03,"TOKYO001","R04","T002877",1,"SKU01463","炭酸水 500ml","飲料",3,133,0,0.080,32,399,431
2025-12-22,01:08:03,"TOKYO001","R04","T002877",2,"SKU01051","アメリカンドッグ (大)","ホットスナック",1,191,0,0.080,15,191,206
2025-12-22,01:08:03,"TOKYO001","R04","T002877",3,"SKU00926","炭酸水 2個入り","飲料",1,145,0,0.080,12,145,157
2025-12-22,01:08:03,"TOKYO001","R04","T002877",4,"SKU01646","ライト 500ml","たばこ",1,689,103,0.100,59,586,645
2025-12-22,01:08:03,"TOKYO001","R04","T002877",5,"SKU00006","ほうじ茶 ハーフ","飲料",1,144,0,0.080,12,144,156
2025-12-22,01:09:44,"TOKYO001","R02","T000828",1,"SKU02229","生姜焼き弁当 2個入り","弁当・惣菜",1,780,78,0.080,56,702,758
2025-12-22,01:09:55,"TOKYO001","R02","T002894",1,"SKU02712","チーズケーキ","デザート",2,343,0,0.080,55,686,741
2025-12-22,01:09:55,"TOKYO001","R02","T002894",2,"SKU01645","炭酸水 2個入り","飲料",1,132,0,0.080,11,132,143
2025-12-22,01:10:25,"TOKYO001","R04","T001744",1,"SKU00396","ポテトサラダ 2個入り","サラダ",1,312,0,0.080,25,312,337
2025-12-22,01:10:55,"TOKYO001","R03","T004755",1,"SKU00681","チューハイ レモン ハーフ","酒類",1,1413,0,0.100,141,1413,1554
2025-12-22,01:12:00,"TOKYO001","R01","T004919",1,"SKU01714","クリームパン","ベーカリー",1,206,0,0.080,16,206,222
2025-12-22,01:12:00,"TOKYO001","R01","T004919",2,"SKU02684","鮭おにぎり (小)","おにぎり",1,122,18,0.080,8,104,112
2025-12-22,01:12:00,"TOKYO001","R01","T004919",3,"SKU01137","アメリカンドッグ 1000ml","ホットスナック",1,199,0,0.080,16,199,215
2025-12-22,01:12:30,"TOKYO001","R01","T002663",1,"SKU01702","チョココロネ 200ml","ベーカリー",1,232,0,0.080,19,232,251
2025-12-22,01:12:30,"TOKYO001","R01","T002663",2,"SKU02420","鮭おにぎり (小)","おにぎり",1,127,0,0.080,10,127,137
2025-12-22,01:12:30,"TOKYO001","R01","T002663",3,"SKU02971","鮭おにぎり 200ml","おにぎり",1,198,0,0.080,16,198,214
2025-12-22,01:13:03,"TOKYO001","R08","T002529",1,"SKU00798","最中アイス 1個","アイスクリーム",1,173,0,0.080,14,173,187
2025-12-22,01:13:54,"TOKYO001","R04","T000037",1,"SKU01543","最中アイス","アイスクリーム",3,148,0,0.080,36,444,480
2025-12-22,01:13:54,"TOKYO001","R04","T000037",2,"SKU02227","生姜焼き弁当 1000ml","弁当・惣菜",1,567,0,0.080,45,567,612
2025-12-22,01:14:43,"TOKYO001","R06","T004984",1,"SKU00175","洗剤 1000ml","日用品",1,290,58,0.100,23,232,255
2025-12-22,01:14:43,"TOKYO001","R06","T004984",2,"SKU01587","コミック 200ml","雑誌・書籍",1,743,0,0.100,74,743,817
2025-12-22,01:14:43,"TOKYO001","R06","T004984",3,"SKU00439","ライト 1個","たばこ",1,677,0,0.100,68,677,745
2025-12-22,01:14:43,"TOKYO001","R06","T004984",4,"SKU02642","オレンジジュース 500ml","飲料",2,154,0,0.080,25,308,333
2025-12-22,01:14:43,"TOKYO001","R06","T004984",5,"SKU00399","ライト","たばこ",1,725,0,0.100,72,725,797
2025-12-22,01:15:02,"TOKYO001","R01","T004951",1,"SKU00122","カップラーメン 味噌 1000ml","即席麺",1,275,0,0.080,22,275,297
2025-12-22,01:15:23,"TOKYO001","R05","T002510",1,"SKU01723","唐揚げ弁当 (大)","弁当・惣菜",3,568,0,0.080,136,1704,1840
2025-12-22,01:17:40,"TOKYO001","R06","T001997",1,"SKU01220","パスタサラダ","弁当・惣菜",1,563,56,0.080,41,507,548
2025-12-22,01:18:18,"TOKYO001","R02","T000248",1,"SKU02500","明太子おにぎり","おにぎり",1,162,0,0.080,13,162,175
2025-12-22,01:18:18,"TOKYO001","R02","T000248",2,"SKU01558","昆布おにぎり 1個","おにぎり",1,162,0,0.080,13,162,175
2025-12-22,01:18:18,"TOKYO001","R02","T000248",3,"SKU01919","ツナマヨおにぎり 200ml","おにぎり",1,185,0,0.080,15,185,200
2025-12-22,01:19:28,"TOKYO001","R05","T001678",1,"SKU01489","高菜おにぎり (大)","おにぎり",1,156,0,0.080,12,156,168
2025-12-22,01:19:28,"TOKYO001","R05","T001678",2,"SKU01047","ナッツミックス 1000ml","スナック菓子",1,130,0,0.080,10,130,140
2025-12-22,01:19:28,"TOKYO001","R05","T001678",3,"SKU01090","ポテトチップス コンソメ 500ml","スナック菓子",1,155,0,0.080,12,155,167
2025-12-22,01:19:28,"TOKYO001","R05","T001678",4,"SKU01006","月刊誌 2個入り","雑誌・書籍",1,1159,0,0.100,116,1159,1275
2025-12-22,01:20:22,"TOKYO001","R01","T001444",1,"SKU01943","日本酒 小瓶 (小)","酒類",2,466,0,0.100,93,932,1025
2025-12-22,01:20:22,"TOKYO001","R01","T001444",2,"SKU01959","歯磨き粉","日用品",1,429,86,0.100,34,343,377
2025-12-22,01:20:22,"TOKYO001","R01","T001444",3,"SKU01972","缶ビール (大)","酒類",1,817,0,0.100,82,817,899
2025-12-22,01:20:22,"TOKYO001","R01","T001444",4,"SKU01157","コーラ (大)","飲料",1,116,23,0.080,7,93,100
2025-12-22,01:20:22,"TOKYO001","R01","T001444",5,"SKU02185","歯磨き粉 200ml","日用品",1,307,15,0.100,29,292,321
2025-12-22,01:20:49,"TOKYO001","R02","T003603",1,"SKU00306","ラテ","コーヒー",1,122,18,0.080,8,104,112
2025-12-22,01:20:49,"TOKYO001","R02","T003603",2,"SKU02668","歯ブラシ 1個","日用品",1,721,0,0.100,72,721,793
2025-12-22,01:20:49,"TOKYO001","R02","T003603",3,"SKU00913","洗剤 1000ml","日用品",1,420,0,0.100,42,420,462
2025-12-22,01:21:20,"TOKYO001","R07","T002872",1,"SKU02133","最中アイス 500ml","アイスクリーム",2,194,0,0.080,31,388,419
2025-12-22,01:21:20,"TOKYO001","R07","T002872",2,"SKU01751","プリン","デザート",1,375,0,0.080,30,375,405
2025-12-22,01:21:20,"TOKYO001","R07","T002872",3,"SKU00463","メンソール 200ml","たばこ",1,725,0,0.100,72,725,797
2025-12-22,01:21:53,"TOKYO001","R07","T003305",1,"SKU02817","バウムクーヘン (小)","デザート",1,134,0,0.080,11,134,145
2025-12-22,01:21:53,"TOKYO001","R07","T003305",2,"SKU01953","歯ブラシ","日用品",1,770,0,0.100,77,770,847
2025-12-22,01:21:53,"TOKYO001","R07","T003305",3,"SKU01596","アイスバー (大)","アイスクリーム",1,178,0,0.080,14,178,192
2025-12-22,01:22:15,"TOKYO001","R05","T004816",1,"SKU00052","チューハイ レモン 500ml","酒類",1,511,0,0.100,51,511,562
2025-12-22,01:22:20,"TOKYO001","R01","T003795",1,"SKU00214","せんべい 200ml","スナック菓子",1,102,0,0.080,8,102,110
2025-12-22,01:22:20,"TOKYO001","R01","T003795",2,"SKU02000","焼きそば 200ml","弁当・惣菜",1,399,0,0.080,32,399,431
2025-12-22,01:23:02,"TOKYO001","R03","T001664",1,"SKU01820","梅おにぎり 1000ml","おにぎり",1,123,0,0.080,10,123,133
